filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 3,source in top 5,gene_specific_metrics
baseline_advanced_random_0922_2043,advanced_random,dorothea_500_800,,,,,0.003,246.25,0.002,0.002,0.0,0.012,0.007,0.01,
baseline_advanced_random_0925_1708,advanced_random,dorothea_500_800,,,,,0.003,246.25,0.002,0.002,0.0,0.012,0.007,0.01,
baseline_advanced_random_0926_1524,advanced_random,dorothea_500_800,,,,,0.003,246.25,0.002,0.002,0.0,0.012,0.007,0.01,
baseline_advanced_random_0927_1950,advanced_random,dorothea_500_800,,,,,0.003,246.25,0.002,0.002,0.0,0.012,0.007,0.01,
baseline_advanced_random_0929_0017,advanced_random,dorothea_500_800,,,,,0.003,246.25,0.002,0.002,0.0,0.012,0.007,0.01,
baseline_jordan_0922_2043,jordan,dorothea_500_800,,,,,0.001,272.533,0.001,0.002,0.0,1.0,0.008,0.009,
baseline_jordan_0925_1708,jordan,dorothea_500_800,,,,,0.001,272.533,0.001,0.002,0.0,1.0,0.008,0.009,
baseline_jordan_0926_1524,jordan,dorothea_500_800,,,,,0.001,272.533,0.001,0.002,0.0,1.0,0.008,0.009,
baseline_jordan_0927_1950,jordan,dorothea_500_800,,,,,0.001,272.533,0.001,0.002,0.0,1.0,0.008,0.009,
baseline_jordan_0929_0017,jordan,dorothea_500_800,,,,,0.001,272.533,0.001,0.002,0.0,1.0,0.008,0.009,
baseline_overlap_0922_2043,overlap,dorothea_500_800,,,,,0.004,274.651,0.001,0.002,0.0,1.0,0.011,0.013,
baseline_overlap_0925_1708,overlap,dorothea_500_800,,,,,0.004,274.651,0.001,0.002,0.0,1.0,0.011,0.013,
baseline_overlap_0926_1524,overlap,dorothea_500_800,,,,,0.004,274.651,0.001,0.002,0.0,1.0,0.011,0.013,
baseline_overlap_0927_1950,overlap,dorothea_500_800,,,,,0.004,274.651,0.001,0.002,0.0,1.0,0.011,0.013,
baseline_overlap_0929_0017,overlap,dorothea_500_800,,,,,0.004,274.651,0.001,0.002,0.0,1.0,0.011,0.013,
baseline_random_0922_2043,random,dorothea_500_800,,,,,0.003,251.535,0.002,0.002,0.0,0.004,0.007,0.011,
baseline_random_0925_1708,random,dorothea_500_800,,,,,0.003,251.535,0.002,0.002,0.0,0.004,0.007,0.011,
