filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg norm rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 5,source in top 20,source in top 40,source in top 80,gene_specific_metrics,pdgrapher_perturbation_discovery,pdgrapher_response_prediction
baseline_advanced_random_1101_1031,advanced_random,dorothea_500_1000,,,,,0.004,145.169,0.29,0.004,0.002,0.0,0.009,0.019,0.07,0.141,0.281,,,
baseline_advanced_random_1101_1501,advanced_random,dorothea_500_1000,,,,,0.004,145.169,0.29,0.004,0.002,0.0,0.009,0.019,0.07,0.141,0.281,,,
baseline_jordan_1101_1031,jordan,dorothea_500_1000,,,,,0.018,245.669,0.491,0.007,0.002,0.0,1.0,0.036,0.073,0.114,0.18,,,
baseline_jordan_1101_1501,jordan,dorothea_500_1000,,,,,0.018,245.669,0.491,0.007,0.002,0.0,1.0,0.036,0.073,0.114,0.18,,,
baseline_overlap_1101_1031,overlap,dorothea_500_1000,,,,,0.023,115.875,0.232,0.026,0.002,0.0,0.641,0.156,0.227,0.308,0.454,,,
baseline_overlap_1101_1501,overlap,dorothea_500_1000,,,,,0.023,115.875,0.232,0.026,0.002,0.0,0.641,0.156,0.227,0.308,0.454,,,
baseline_random_1101_1031,random,dorothea_500_1000,,,,,0.002,251.509,0.503,0.002,0.002,0.0,0.004,0.01,0.04,0.08,0.159,,,
baseline_random_1101_1501,random,dorothea_500_1000,,,,,0.002,251.509,0.503,0.002,0.002,0.0,0.004,0.01,0.04,0.08,0.159,,,
baseline_smallestSuperset_1101_1031,smallestSuperset,dorothea_500_1000,,,,,0.014,249.328,0.499,0.012,0.002,0.0,1.0,0.023,0.046,0.097,0.171,,,
baseline_smallestSuperset_1101_1501,smallestSuperset,dorothea_500_1000,,,,,0.014,249.328,0.499,0.012,0.002,0.0,1.0,0.023,0.046,0.097,0.171,,,
gat_1101_0936,gat,dorothea_500_1000,500.0,279.0,1.0,0.499,0.005,188.209,0.376,0.023,0.019,0.003,0.038,0.02,0.07,0.141,0.276,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 3773, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.012, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 3773, 'times_true_source': 10, 'times_predicted_source': 65, 'correct_predictions': 0, 'avg_prediction_prob': 0.034, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 43.1, 'avg_prob_when_true': 0.036, 'in_top20_when_true': 3, 'in_top40_when_true': 4, 'in_top80_when_true': 10, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 3773, 'times_true_source': 15, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.01, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 416.333, 'avg_prob_when_true': 0.01, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 3773, 'times_true_source': 10, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 220.4, 'avg_prob_when_true': 0.018, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}",,
gat_1101_1118,gat,dorothea_500_1000,500.0,279.0,1.0,0.499,0.003,188.096,0.376,0.023,0.019,0.003,0.035,0.014,0.068,0.139,0.279,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 3773, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.013, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 3773, 'times_true_source': 10, 'times_predicted_source': 52, 'correct_predictions': 0, 'avg_prediction_prob': 0.034, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 42.5, 'avg_prob_when_true': 0.034, 'in_top20_when_true': 2, 'in_top40_when_true': 5, 'in_top80_when_true': 10, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 3773, 'times_true_source': 15, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.011, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 411.133, 'avg_prob_when_true': 0.011, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 3773, 'times_true_source': 10, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 216.4, 'avg_prob_when_true': 0.019, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}",,
