filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 3,source in top 5,gene_specific_metrics
baseline_advanced_random_0922_2308,advanced_random,dorothea_500_900,,,,,0.002,241.376,0.002,0.002,0.0,0.012,0.006,0.01,
baseline_advanced_random_0925_1755,advanced_random,dorothea_500_900,,,,,0.002,241.376,0.002,0.002,0.0,0.012,0.006,0.01,
baseline_advanced_random_0926_1606,advanced_random,dorothea_500_900,,,,,0.002,241.376,0.002,0.002,0.0,0.012,0.006,0.01,
baseline_advanced_random_0927_2035,advanced_random,dorothea_500_900,,,,,0.002,241.376,0.002,0.002,0.0,0.012,0.006,0.01,
baseline_advanced_random_0929_0102,advanced_random,dorothea_500_900,,,,,0.002,241.376,0.002,0.002,0.0,0.012,0.006,0.01,
baseline_jordan_0922_2308,jordan,dorothea_500_900,,,,,0.001,270.234,0.001,0.002,0.0,1.0,0.008,0.01,
baseline_jordan_0925_1755,jordan,dorothea_500_900,,,,,0.001,270.234,0.001,0.002,0.0,1.0,0.008,0.01,
baseline_jordan_0926_1606,jordan,dorothea_500_900,,,,,0.001,270.234,0.001,0.002,0.0,1.0,0.008,0.01,
baseline_jordan_0927_2035,jordan,dorothea_500_900,,,,,0.001,270.234,0.001,0.002,0.0,1.0,0.008,0.01,
baseline_jordan_0929_0102,jordan,dorothea_500_900,,,,,0.001,270.234,0.001,0.002,0.0,1.0,0.008,0.01,
baseline_overlap_0922_2308,overlap,dorothea_500_900,,,,,0.0,262.336,0.002,0.002,0.0,1.0,0.004,0.012,
baseline_overlap_0925_1755,overlap,dorothea_500_900,,,,,0.0,262.336,0.002,0.002,0.0,1.0,0.004,0.012,
baseline_overlap_0926_1606,overlap,dorothea_500_900,,,,,0.0,262.336,0.002,0.002,0.0,1.0,0.004,0.012,
baseline_overlap_0927_2035,overlap,dorothea_500_900,,,,,0.0,262.336,0.002,0.002,0.0,1.0,0.004,0.012,
baseline_overlap_0929_0102,overlap,dorothea_500_900,,,,,0.0,262.336,0.002,0.002,0.0,1.0,0.004,0.012,
baseline_random_0922_2308,random,dorothea_500_900,,,,,0.002,249.63,0.002,0.002,0.0,0.004,0.006,0.01,
baseline_random_0925_1755,random,dorothea_500_900,,,,,0.002,249.63,0.002,0.002,0.0,0.004,0.006,0.01,
baseline_random_0926_1606,random,dorothea_500_900,,,,,0.002,249.63,0.002,0.002,0.0,0.004,0.006,0.01,
baseline_random_0927_2035,random,dorothea_500_900,,,,,0.002,249.63,0.002,0.002,0.0,0.004,0.006,0.01,
baseline_random_0929_0102,random,dorothea_500_900,,,,,0.002,249.63,0.002,0.002,0.0,0.004,0.006,0.01,
baseline_smallestSuperset_0922_2308,smallestSuperset,dorothea_500_900,,,,,0.0,263.852,0.002,0.002,0.0,1.0,0.01,0.014,
baseline_smallestSuperset_0925_1755,smallestSuperset,dorothea_500_900,,,,,0.0,263.852,0.002,0.002,0.0,1.0,0.01,0.014,
baseline_smallestSuperset_0926_1606,smallestSuperset,dorothea_500_900,,,,,0.0,263.852,0.002,0.002,0.0,1.0,0.01,0.014,
baseline_smallestSuperset_0927_2035,smallestSuperset,dorothea_500_900,,,,,0.0,263.852,0.002,0.002,0.0,1.0,0.01,0.014,
baseline_smallestSuperset_0929_0102,smallestSuperset,dorothea_500_900,,,,,0.0,263.852,0.002,0.002,0.0,1.0,0.01,0.014,
gat_0922_2308,gat,dorothea_500_900,500.0,200.0,1.0,0.498,0.004,218.076,0.021,0.02,0.013,0.067,0.013,0.023,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19600, 'times_true_source': 96, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.015, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 480.25, 'avg_prob_when_true': 0.015, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19600, 'times_true_source': 98, 'times_predicted_source': 5, 'correct_predictions': 0, 'avg_prediction_prob': 0.026, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 35.122, 'avg_prob_when_true': 0.026, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19600, 'times_true_source': 84, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 328.917, 'avg_prob_when_true': 0.019, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}"
gat_0923_1017,gat,dorothea_500_900,500.0,200.0,1.0,0.498,0.005,217.371,0.02,0.019,0.012,0.056,0.013,0.022,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19600, 'times_true_source': 96, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.015, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 479.062, 'avg_prob_when_true': 0.015, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19600, 'times_true_source': 98, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.024, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 46.561, 'avg_prob_when_true': 0.024, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19600, 'times_true_source': 84, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 312.512, 'avg_prob_when_true': 0.019, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}"
gat_0925_1929,gat,dorothea_500_900,500.0,200.0,1.0,0.498,0.004,218.798,0.02,0.019,0.012,0.057,0.012,0.023,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19600, 'times_true_source': 96, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.014, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 480.25, 'avg_prob_when_true': 0.013, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19600, 'times_true_source': 98, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.025, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 30.0, 'avg_prob_when_true': 0.026, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19600, 'times_true_source': 84, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.017, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 327.976, 'avg_prob_when_true': 0.017, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}"
