filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg norm rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 5,source in top 20,source in top 40,source in top 80,pdgrapher_perturbation_discovery,pdgrapher_response_prediction,gene_specific_metrics
baseline_advanced_random_1121_0901,advanced_random,dorothea_500_1000,,,,,0.003,138.367,0.277,0.004,0.002,0.0,0.008,0.018,0.073,0.144,0.288,,,
baseline_advanced_random_1121_1203,advanced_random,dorothea_500_1000,,,,,0.003,138.367,0.277,0.004,0.002,0.0,0.008,0.018,0.073,0.144,0.288,,,
baseline_advanced_random_1121_1348,advanced_random,dorothea_500_1000,,,,,0.003,138.367,0.277,0.004,0.002,0.0,0.008,0.018,0.073,0.144,0.288,,,
baseline_advanced_random_1122_1329,advanced_random,dorothea_500_1000,,,,,0.003,138.367,0.277,0.004,0.002,0.0,0.008,0.018,0.073,0.144,0.288,,,
baseline_advanced_random_1122_1721,advanced_random,dorothea_500_1000,,,,,0.003,138.367,0.277,0.004,0.002,0.0,0.008,0.018,0.073,0.144,0.288,,,
baseline_overlap_1121_0901,overlap,dorothea_500_1000,,,,,0.007,140.482,0.281,0.004,0.002,0.0,0.006,0.032,0.09,0.161,0.307,,,
baseline_overlap_1121_1203,overlap,dorothea_500_1000,,,,,0.007,140.482,0.281,0.004,0.002,0.0,0.006,0.032,0.09,0.161,0.307,,,
baseline_overlap_1121_1348,overlap,dorothea_500_1000,,,,,0.007,140.482,0.281,0.004,0.002,0.0,0.006,0.032,0.09,0.161,0.307,,,
baseline_overlap_1122_1329,overlap,dorothea_500_1000,,,,,0.007,140.482,0.281,0.004,0.002,0.0,0.006,0.032,0.09,0.161,0.307,,,
baseline_overlap_1122_1721,overlap,dorothea_500_1000,,,,,0.007,140.482,0.281,0.004,0.002,0.0,0.006,0.032,0.09,0.161,0.307,,,
baseline_random_1121_0901,random,dorothea_500_1000,,,,,0.002,248.61,0.497,0.002,0.002,0.0,0.004,0.011,0.04,0.081,0.16,,,
baseline_random_1121_1203,random,dorothea_500_1000,,,,,0.002,248.61,0.497,0.002,0.002,0.0,0.004,0.011,0.04,0.081,0.16,,,
baseline_random_1121_1348,random,dorothea_500_1000,,,,,0.002,248.61,0.497,0.002,0.002,0.0,0.004,0.011,0.04,0.081,0.16,,,
baseline_random_1122_1329,random,dorothea_500_1000,,,,,0.002,248.61,0.497,0.002,0.002,0.0,0.004,0.011,0.04,0.081,0.16,,,
baseline_random_1122_1721,random,dorothea_500_1000,,,,,0.002,248.61,0.497,0.002,0.002,0.0,0.004,0.011,0.04,0.081,0.16,,,
baseline_smallestSuperset_1121_0901,smallestSuperset,dorothea_500_1000,,,,,0.003,257.198,0.514,0.002,0.002,0.002,0.002,0.014,0.041,0.087,0.149,,,
