filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 3,source in top 5,gene_specific_metrics
baseline_advanced_random_0902_1756,advanced_random,dorothea_727_sparse,,,,,0.001,363.314,0.001,0.001,0.0,0.003,0.005,0.008,
baseline_advanced_random_0917_1533,advanced_random,dorothea_727_sparse,,,,,0.001,355.771,0.001,0.001,0.0,0.003,0.005,0.009,
baseline_jordan_0902_1756,jordan,dorothea_727_sparse,,,,,0.0,428.943,0.001,0.001,0.0,1.0,0.0,0.0,
baseline_jordan_0917_1533,jordan,dorothea_727_sparse,,,,,0.0,381.065,0.001,0.001,0.0,1.0,0.001,0.009,
baseline_overlap_0902_1756,overlap,dorothea_727_sparse,,,,,0.0,383.744,0.001,0.001,0.001,0.001,0.0,0.0,
baseline_overlap_0917_1533,overlap,dorothea_727_sparse,,,,,0.0,372.166,0.001,0.001,0.001,0.001,0.0,0.0,
baseline_random_0902_1756,random,dorothea_727_sparse,,,,,0.001,363.314,0.001,0.001,0.0,0.003,0.005,0.008,
baseline_random_0917_1533,random,dorothea_727_sparse,,,,,0.001,355.771,0.001,0.001,0.0,0.003,0.005,0.009,
baseline_smallestSuperset_0902_1756,smallestSuperset,dorothea_727_sparse,,,,,0.0,383.744,0.001,0.001,0.001,0.001,0.0,0.0,
baseline_smallestSuperset_0917_1533,smallestSuperset,dorothea_727_sparse,,,,,0.0,372.166,0.001,0.001,0.001,0.001,0.0,0.0,
gat_0902_1827,gat,dorothea_727_sparse,727.0,180.0,1.0,0.16,0.005,201.074,0.019,0.013,0.001,0.115,0.018,0.032,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 334, 'total_samples': 5096, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.01, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 620, 'total_samples': 5096, 'times_true_source': 102, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 143.029, 'avg_prob_when_true': 0.019, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 406, 'total_samples': 5096, 'times_true_source': 0, 'times_predicted_source': 388, 'correct_predictions': 0, 'avg_prediction_prob': 0.016, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': 0.0, 'recall': None, 'f1_score': None}}"
