filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg norm rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 5,source in top 20,source in top 40,source in top 80,gene_specific_metrics,pdgrapher_perturbation_discovery,pdgrapher_response_prediction
baseline_advanced_random_1029_1512,advanced_random,dorothea_500_1000,,,,,0.003,148.433,0.297,0.004,0.002,0.0,0.009,0.018,0.072,0.143,0.29,,,
baseline_jordan_1029_1512,jordan,dorothea_500_1000,,,,,0.027,248.627,0.497,0.015,0.002,0.0,1.0,0.042,0.072,0.111,0.182,,,
baseline_overlap_1029_1512,overlap,dorothea_500_1000,,,,,0.026,107.569,0.215,0.035,0.002,0.0,0.997,0.215,0.291,0.372,0.521,,,
baseline_random_1029_1512,random,dorothea_500_1000,,,,,0.002,248.827,0.498,0.002,0.002,0.0,0.004,0.01,0.041,0.08,0.162,,,
baseline_smallestSuperset_1029_1512,smallestSuperset,dorothea_500_1000,,,,,0.026,247.446,0.495,0.024,0.002,0.0,1.0,0.037,0.065,0.117,0.184,,,
gat_1029_1430,gat,dorothea_500_1000,500.0,279.0,1.0,0.496,0.005,187.175,0.374,0.023,0.019,0.006,0.039,0.024,0.075,0.144,0.292,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 20088, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.013, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 20088, 'times_true_source': 74, 'times_predicted_source': 176, 'correct_predictions': 0, 'avg_prediction_prob': 0.034, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 47.986, 'avg_prob_when_true': 0.035, 'in_top20_when_true': 17, 'in_top40_when_true': 31, 'in_top80_when_true': 64, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 20088, 'times_true_source': 84, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.013, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 410.405, 'avg_prob_when_true': 0.013, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 20088, 'times_true_source': 81, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.023, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 115.617, 'avg_prob_when_true': 0.023, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}",,
gat_1029_2122,gat,dorothea_500_1000,500.0,279.0,1.0,0.496,0.004,186.697,0.373,0.023,0.019,0.006,0.044,0.019,0.076,0.142,0.292,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 20088, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.013, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 20088, 'times_true_source': 74, 'times_predicted_source': 215, 'correct_predictions': 0, 'avg_prediction_prob': 0.035, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 47.716, 'avg_prob_when_true': 0.035, 'in_top20_when_true': 19, 'in_top40_when_true': 31, 'in_top80_when_true': 64, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 20088, 'times_true_source': 84, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.013, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 374.405, 'avg_prob_when_true': 0.013, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 20088, 'times_true_source': 81, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 135.494, 'avg_prob_when_true': 0.02, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}",,
pdgrapher_1029_1914,pdgrapher,dorothea_500_1000,500.0,279.0,1.0,0.496,0.085,181.483,0.363,-4.656,-6.889,-411.69,9.805,0.206,0.332,0.375,0.422,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 20088, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -6.4, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 20088, 'times_true_source': 74, 'times_predicted_source': 104, 'correct_predictions': 19, 'avg_prediction_prob': -4.818, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 61.824, 'avg_prob_when_true': 0.201, 'in_top20_when_true': 47, 'in_top40_when_true': 49, 'in_top80_when_true': 61, 'accuracy_when_true': 0.257, 'precision': 0.183, 'recall': 0.257, 'f1_score': 0.213}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 20088, 'times_true_source': 84, 'times_predicted_source': 422, 'correct_predictions': 12, 'avg_prediction_prob': -4.464, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 70.583, 'avg_prob_when_true': -0.708, 'in_top20_when_true': 48, 'in_top40_when_true': 52, 'in_top80_when_true': 52, 'accuracy_when_true': 0.143, 'precision': 0.028, 'recall': 0.143, 'f1_score': 0.047}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 20088, 'times_true_source': 81, 'times_predicted_source': 59, 'correct_predictions': 4, 'avg_prediction_prob': -8.018, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 196.173, 'avg_prob_when_true': -4.215, 'in_top20_when_true': 34, 'in_top40_when_true': 36, 'in_top80_when_true': 37, 'accuracy_when_true': 0.049, 'precision': 0.068, 'recall': 0.049, 'f1_score': 0.057}}","{'recall@1': 0.0036, 'recall@10': 0.031, 'recall@100': 0.1745, 'recall@1000': 1.0, 'ranking_score': 0.4695, 'ranking_score_dcg': 0.0787, 'perc_partially_accurate_predictions': 0.36, 'recall@1_std': 0.0598, 'recall@10_std': 0.1734, 'recall@100_std': 0.3796, 'recall@1000_std': 0.0, 'ranking_score_std': 0.2891, 'ranking_score_dcg_std': 0.0964, 'perc_partially_accurate_predictions_std': 5.98, 'total_samples': 20088, 'avg_topk': 234.7427}","{'forward_mae': -1, 'forward_mse': -1, 'forward_r2': -1, 'forward_r2_scgen': -1, 'forward_spearman': -1, 'backward_mae': -1, 'backward_mse': -1, 'backward_r2': -1, 'backward_r2_scgen': -1, 'backward_spearman': -1, 'backward_avg_topk': -1}"
pdgrapher_1029_2352,pdgrapher,dorothea_500_1000,500.0,279.0,1.0,0.496,0.069,171.582,0.343,-2.356,-4.503,-133.19,11.563,0.193,0.301,0.35,0.412,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 20088, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -4.875, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 20088, 'times_true_source': 74, 'times_predicted_source': 89, 'correct_predictions': 9, 'avg_prediction_prob': -4.214, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 113.689, 'avg_prob_when_true': -0.09, 'in_top20_when_true': 40, 'in_top40_when_true': 46, 'in_top80_when_true': 46, 'accuracy_when_true': 0.122, 'precision': 0.101, 'recall': 0.122, 'f1_score': 0.11}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 20088, 'times_true_source': 84, 'times_predicted_source': 150, 'correct_predictions': 8, 'avg_prediction_prob': -3.82, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 153.69, 'avg_prob_when_true': -1.259, 'in_top20_when_true': 37, 'in_top40_when_true': 39, 'in_top80_when_true': 40, 'accuracy_when_true': 0.095, 'precision': 0.053, 'recall': 0.095, 'f1_score': 0.068}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 20088, 'times_true_source': 81, 'times_predicted_source': 20, 'correct_predictions': 6, 'avg_prediction_prob': -3.876, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 105.765, 'avg_prob_when_true': -2.106, 'in_top20_when_true': 23, 'in_top40_when_true': 23, 'in_top80_when_true': 35, 'accuracy_when_true': 0.074, 'precision': 0.3, 'recall': 0.074, 'f1_score': 0.119}}","{'recall@1': 0.0037, 'recall@10': 0.0338, 'recall@100': 0.1797, 'recall@1000': 1.0, 'ranking_score': 0.5001, 'ranking_score_dcg': 0.0838, 'perc_partially_accurate_predictions': 0.37, 'recall@1_std': 0.061, 'recall@10_std': 0.1807, 'recall@100_std': 0.3839, 'recall@1000_std': 0.0, 'ranking_score_std': 0.2773, 'ranking_score_dcg_std': 0.0966, 'perc_partially_accurate_predictions_std': 6.1, 'total_samples': 20088, 'avg_topk': 250.0569}","{'forward_mae': -1, 'forward_mse': -1, 'forward_r2': -1, 'forward_r2_scgen': -1, 'forward_spearman': -1, 'backward_mae': -1, 'backward_mse': -1, 'backward_r2': -1, 'backward_r2_scgen': -1, 'backward_spearman': -1, 'backward_avg_topk': -1}"
pdgraphernognn_1029_1558,pdgraphernognn,dorothea_500_1000,500.0,279.0,1.0,0.496,0.013,151.89,0.304,-3.335,-8.402,-4123.629,14.082,0.044,0.173,0.316,0.476,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 20088, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -5.755, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 20088, 'times_true_source': 74, 'times_predicted_source': 43, 'correct_predictions': 0, 'avg_prediction_prob': -1.484, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 67.824, 'avg_prob_when_true': 0.861, 'in_top20_when_true': 15, 'in_top40_when_true': 32, 'in_top80_when_true': 59, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 20088, 'times_true_source': 84, 'times_predicted_source': 35, 'correct_predictions': 0, 'avg_prediction_prob': -3.638, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 149.405, 'avg_prob_when_true': -0.879, 'in_top20_when_true': 14, 'in_top40_when_true': 41, 'in_top80_when_true': 49, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 20088, 'times_true_source': 81, 'times_predicted_source': 119, 'correct_predictions': 0, 'avg_prediction_prob': -12.96, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 125.889, 'avg_prob_when_true': -2.246, 'in_top20_when_true': 10, 'in_top40_when_true': 17, 'in_top80_when_true': 31, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}","{'recall@1': 0.004, 'recall@10': 0.0352, 'recall@100': 0.3185, 'recall@1000': 1.0, 'ranking_score': 0.5847, 'ranking_score_dcg': 0.1023, 'perc_partially_accurate_predictions': 0.4, 'recall@1_std': 0.0634, 'recall@10_std': 0.1844, 'recall@100_std': 0.4659, 'recall@1000_std': 0.0, 'ranking_score_std': 0.291, 'ranking_score_dcg_std': 0.1004, 'perc_partially_accurate_predictions_std': 6.34, 'total_samples': 20088, 'avg_topk': 292.3378}","{'forward_mae': -1, 'forward_mse': -1, 'forward_r2': -1, 'forward_r2_scgen': -1, 'forward_spearman': -1, 'backward_mae': -1, 'backward_mse': -1, 'backward_r2': -1, 'backward_r2_scgen': -1, 'backward_spearman': -1, 'backward_avg_topk': -1}"
