filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 3,source in top 5,source in top 20,source in top 40,source in top 80,gene_specific_metrics
baseline_advanced_random_1007_1405,advanced_random,dorothea_500_550,,,,,0.003,256.183,0.002,0.002,0.0,0.009,0.005,0.009,,,,
baseline_advanced_random_1008_1110,advanced_random,dorothea_500_550,,,,,0.003,256.183,0.002,0.002,0.0,0.009,0.005,0.009,,,,
baseline_advanced_random_1009_0011,advanced_random,dorothea_500_550,,,,,0.003,256.183,0.002,0.002,0.0,0.009,,,0.036,0.07,0.139,
baseline_advanced_random_1009_0924,advanced_random,dorothea_500_550,,,,,0.003,256.183,0.002,0.002,0.0,0.009,,,0.036,0.07,0.139,
baseline_advanced_random_1009_1013,advanced_random,dorothea_500_550,,,,,0.003,256.183,0.002,0.002,0.0,0.009,,,0.036,0.07,0.139,
baseline_advanced_random_1009_1054,advanced_random,dorothea_500_550,,,,,0.003,256.183,0.002,0.002,0.0,0.009,,0.009,0.036,0.07,0.139,
baseline_advanced_random_1009_1216,advanced_random,dorothea_500_550,,,,,0.003,256.183,0.002,0.002,0.0,0.009,,0.009,0.036,0.07,0.139,
baseline_jordan_1007_1405,jordan,dorothea_500_550,,,,,0.0,252.645,0.001,0.002,0.0,1.0,0.001,0.003,,,,
baseline_jordan_1008_1110,jordan,dorothea_500_550,,,,,0.0,252.645,0.001,0.002,0.0,1.0,0.001,0.003,,,,
baseline_jordan_1009_0011,jordan,dorothea_500_550,,,,,0.0,252.645,0.001,0.002,0.0,1.0,,,0.037,0.08,0.142,
baseline_jordan_1009_0924,jordan,dorothea_500_550,,,,,0.0,252.645,0.001,0.002,0.0,1.0,,,0.037,0.08,0.142,
baseline_jordan_1009_1013,jordan,dorothea_500_550,,,,,0.0,252.645,0.001,0.002,0.0,1.0,,,0.037,0.08,0.142,
baseline_jordan_1009_1054,jordan,dorothea_500_550,,,,,0.0,252.645,0.001,0.002,0.0,1.0,,0.003,0.037,0.08,0.142,
baseline_jordan_1009_1216,jordan,dorothea_500_550,,,,,0.0,252.645,0.001,0.002,0.0,1.0,,0.003,0.037,0.08,0.142,
baseline_overlap_1007_1405,overlap,dorothea_500_550,,,,,0.001,255.961,0.001,0.002,0.0,1.0,0.012,0.016,,,,
baseline_overlap_1008_1110,overlap,dorothea_500_550,,,,,0.001,255.961,0.001,0.002,0.0,1.0,0.012,0.016,,,,
baseline_overlap_1009_0011,overlap,dorothea_500_550,,,,,0.001,255.961,0.001,0.002,0.0,1.0,,,0.053,0.085,0.142,
baseline_overlap_1009_0924,overlap,dorothea_500_550,,,,,0.001,255.961,0.001,0.002,0.0,1.0,,,0.053,0.085,0.142,
baseline_overlap_1009_1013,overlap,dorothea_500_550,,,,,0.001,255.961,0.001,0.002,0.0,1.0,,,0.053,0.085,0.142,
baseline_overlap_1009_1054,overlap,dorothea_500_550,,,,,0.001,255.961,0.001,0.002,0.0,1.0,,0.016,0.053,0.085,0.142,
baseline_overlap_1009_1216,overlap,dorothea_500_550,,,,,0.001,255.961,0.001,0.002,0.0,1.0,,0.016,0.053,0.085,0.142,
baseline_random_1007_1405,random,dorothea_500_550,,,,,0.003,257.218,0.002,0.002,0.0,0.004,0.007,0.011,,,,
baseline_random_1008_1110,random,dorothea_500_550,,,,,0.003,257.218,0.002,0.002,0.0,0.004,0.007,0.011,,,,
baseline_random_1009_0011,random,dorothea_500_550,,,,,0.003,257.218,0.002,0.002,0.0,0.004,,,0.037,0.069,0.147,
baseline_random_1009_0924,random,dorothea_500_550,,,,,0.003,257.218,0.002,0.002,0.0,0.004,,,0.037,0.069,0.147,
baseline_random_1009_1013,random,dorothea_500_550,,,,,0.003,257.218,0.002,0.002,0.0,0.004,,,0.037,0.069,0.147,
baseline_random_1009_1054,random,dorothea_500_550,,,,,0.003,257.218,0.002,0.002,0.0,0.004,,0.011,0.037,0.069,0.147,
baseline_random_1009_1216,random,dorothea_500_550,,,,,0.003,257.218,0.002,0.002,0.0,0.004,,0.011,0.037,0.069,0.147,
baseline_smallestSuperset_1007_1405,smallestSuperset,dorothea_500_550,,,,,0.005,250.041,0.001,0.002,0.0,1.0,0.013,0.015,,,,
baseline_smallestSuperset_1008_1110,smallestSuperset,dorothea_500_550,,,,,0.005,250.041,0.001,0.002,0.0,1.0,0.013,0.015,,,,
