filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 5,source in top 20,source in top 40,source in top 80,gene_specific_metrics,pdgrapher_perturbation_discovery,pdgrapher_response_prediction
baseline_advanced_random_1019_1558,advanced_random,dorothea_500_1000,,,,,0.004,138.63,0.004,0.002,0.0,0.008,0.017,0.073,0.145,0.29,,,
baseline_advanced_random_1020_0035,advanced_random,dorothea_500_1000,,,,,0.004,138.63,0.004,0.002,0.0,0.008,0.017,0.073,0.145,0.29,,,
baseline_advanced_random_1020_1002,advanced_random,dorothea_500_1000,,,,,0.004,138.63,0.004,0.002,0.0,0.008,0.017,0.073,0.145,0.29,,,
baseline_advanced_random_1021_0223,advanced_random,dorothea_500_1000,,,,,0.004,138.63,0.004,0.002,0.0,0.008,0.017,0.073,0.145,0.29,,,
baseline_jordan_1019_1558,jordan,dorothea_500_1000,,,,,0.573,18.372,0.383,0.002,0.0,1.0,0.67,0.774,0.835,0.914,,,
baseline_jordan_1020_0035,jordan,dorothea_500_1000,,,,,0.573,18.372,0.383,0.002,0.0,1.0,0.67,0.774,0.835,0.914,,,
baseline_jordan_1020_1002,jordan,dorothea_500_1000,,,,,0.573,18.372,0.383,0.002,0.0,1.0,0.67,0.774,0.835,0.914,,,
baseline_jordan_1021_0223,jordan,dorothea_500_1000,,,,,0.573,18.372,0.383,0.002,0.0,1.0,0.67,0.774,0.835,0.914,,,
baseline_overlap_1019_1558,overlap,dorothea_500_1000,,,,,0.556,27.449,0.088,0.002,0.0,0.663,0.572,0.626,0.697,0.843,,,
baseline_overlap_1020_0035,overlap,dorothea_500_1000,,,,,0.556,27.449,0.088,0.002,0.0,0.663,0.572,0.626,0.697,0.843,,,
baseline_overlap_1020_1002,overlap,dorothea_500_1000,,,,,0.556,27.449,0.088,0.002,0.0,0.663,0.572,0.626,0.697,0.843,,,
baseline_overlap_1021_0223,overlap,dorothea_500_1000,,,,,0.556,27.449,0.088,0.002,0.0,0.663,0.572,0.626,0.697,0.843,,,
baseline_random_1019_1558,random,dorothea_500_1000,,,,,0.002,248.755,0.002,0.002,0.0,0.004,0.01,0.042,0.079,0.162,,,
baseline_random_1020_0035,random,dorothea_500_1000,,,,,0.002,248.755,0.002,0.002,0.0,0.004,0.01,0.042,0.079,0.162,,,
baseline_random_1020_1002,random,dorothea_500_1000,,,,,0.002,248.755,0.002,0.002,0.0,0.004,0.01,0.042,0.079,0.162,,,
baseline_random_1021_0223,random,dorothea_500_1000,,,,,0.002,248.755,0.002,0.002,0.0,0.004,0.01,0.042,0.079,0.162,,,
baseline_smallestSuperset_1019_1558,smallestSuperset,dorothea_500_1000,,,,,0.559,27.706,0.559,0.002,0.0,1.0,0.572,0.627,0.699,0.837,,,
baseline_smallestSuperset_1020_0035,smallestSuperset,dorothea_500_1000,,,,,0.559,27.706,0.559,0.002,0.0,1.0,0.572,0.627,0.699,0.837,,,
baseline_smallestSuperset_1020_1002,smallestSuperset,dorothea_500_1000,,,,,0.559,27.706,0.559,0.002,0.0,1.0,0.572,0.627,0.699,0.837,,,
baseline_smallestSuperset_1021_0223,smallestSuperset,dorothea_500_1000,,,,,0.559,27.706,0.559,0.002,0.0,1.0,0.572,0.627,0.699,0.837,,,
gat_1019_1610,gat,dorothea_500_1000,500.0,279.0,1.0,0.251,0.637,25.237,0.637,0.009,0.0,0.993,0.653,0.701,0.771,0.867,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 20033, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.0, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 20033, 'times_true_source': 84, 'times_predicted_source': 84, 'correct_predictions': 84, 'avg_prediction_prob': 0.004, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 0.0, 'avg_prob_when_true': 0.993, 'in_top20_when_true': 84, 'in_top40_when_true': 84, 'in_top80_when_true': 84, 'accuracy_when_true': 1.0, 'precision': 1.0, 'recall': 1.0, 'f1_score': 1.0}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 20033, 'times_true_source': 75, 'times_predicted_source': 75, 'correct_predictions': 75, 'avg_prediction_prob': 0.004, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 0.0, 'avg_prob_when_true': 0.988, 'in_top20_when_true': 75, 'in_top40_when_true': 75, 'in_top80_when_true': 75, 'accuracy_when_true': 1.0, 'precision': 1.0, 'recall': 1.0, 'f1_score': 1.0}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 20033, 'times_true_source': 72, 'times_predicted_source': 100, 'correct_predictions': 0, 'avg_prediction_prob': 0.025, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 47.361, 'avg_prob_when_true': 0.036, 'in_top20_when_true': 2, 'in_top40_when_true': 36, 'in_top80_when_true': 68, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}",,
