filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg norm rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 5,source in top 20,source in top 40,source in top 80,pdgrapher_perturbation_discovery,pdgrapher_response_prediction,gene_specific_metrics
baseline_advanced_random_1121_1342,advanced_random,dorothea_500_800,,,,,0.004,131.82,0.264,0.004,0.002,0.0,0.009,0.02,0.074,0.146,0.296,,,
baseline_advanced_random_1121_1836,advanced_random,dorothea_500_800,,,,,0.004,131.82,0.264,0.004,0.002,0.0,0.009,0.02,0.074,0.146,0.296,,,
baseline_advanced_random_1122_0957,advanced_random,dorothea_500_800,,,,,0.004,131.82,0.264,0.004,0.002,0.0,0.009,0.02,0.074,0.146,0.296,,,
baseline_advanced_random_1122_1005,advanced_random,dorothea_500_800,,,,,0.004,131.82,0.264,0.004,0.002,0.0,0.009,0.02,0.074,0.146,0.296,,,
baseline_advanced_random_1122_1017,advanced_random,dorothea_500_800,,,,,0.004,131.82,0.264,0.004,0.002,0.0,0.009,0.02,0.074,0.146,0.296,,,
baseline_overlap_1121_1342,overlap,dorothea_500_800,,,,,0.011,131.65,0.263,0.004,0.002,0.0,0.007,0.04,0.12,0.193,0.347,,,
baseline_overlap_1121_1836,overlap,dorothea_500_800,,,,,0.011,131.65,0.263,0.004,0.002,0.0,0.007,0.04,0.12,0.193,0.347,,,
baseline_overlap_1122_0957,overlap,dorothea_500_800,,,,,0.011,131.65,0.263,0.004,0.002,0.0,0.007,0.04,0.12,0.193,0.347,,,
baseline_overlap_1122_1005,overlap,dorothea_500_800,,,,,0.011,131.65,0.263,0.004,0.002,0.0,0.007,0.04,0.12,0.193,0.347,,,
baseline_overlap_1122_1017,overlap,dorothea_500_800,,,,,0.011,131.65,0.263,0.004,0.002,0.0,0.007,0.04,0.12,0.193,0.347,,,
baseline_random_1121_1342,random,dorothea_500_800,,,,,0.002,251.281,0.503,0.002,0.002,0.0,0.004,0.012,0.041,0.076,0.154,,,
baseline_random_1121_1836,random,dorothea_500_800,,,,,0.002,251.281,0.503,0.002,0.002,0.0,0.004,0.012,0.041,0.076,0.154,,,
baseline_random_1122_0957,random,dorothea_500_800,,,,,0.002,251.281,0.503,0.002,0.002,0.0,0.004,0.012,0.041,0.076,0.154,,,
baseline_random_1122_1005,random,dorothea_500_800,,,,,0.002,251.281,0.503,0.002,0.002,0.0,0.004,0.012,0.041,0.076,0.154,,,
baseline_random_1122_1017,random,dorothea_500_800,,,,,0.002,251.281,0.503,0.002,0.002,0.0,0.004,0.012,0.041,0.076,0.154,,,
baseline_smallestSuperset_1121_1342,smallestSuperset,dorothea_500_800,,,,,0.004,249.247,0.498,0.002,0.002,0.002,0.002,0.014,0.039,0.094,0.161,,,
baseline_smallestSuperset_1121_1836,smallestSuperset,dorothea_500_800,,,,,0.004,249.247,0.498,0.002,0.002,0.002,0.002,0.014,0.039,0.094,0.161,,,
baseline_smallestSuperset_1122_0957,smallestSuperset,dorothea_500_800,,,,,0.004,249.247,0.498,0.002,0.002,0.002,0.002,0.014,0.039,0.094,0.161,,,
baseline_smallestSuperset_1122_1005,smallestSuperset,dorothea_500_800,,,,,0.004,249.247,0.498,0.002,0.002,0.002,0.002,0.014,0.039,0.094,0.161,,,
baseline_smallestSuperset_1122_1017,smallestSuperset,dorothea_500_800,,,,,0.004,249.247,0.498,0.002,0.002,0.002,0.002,0.014,0.039,0.094,0.161,,,
