filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg norm rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 5,source in top 20,source in top 40,source in top 80,pdgrapher_perturbation_discovery,pdgrapher_response_prediction,gene_specific_metrics
baseline_advanced_random_1121_1203,advanced_random,dorothea_500_1000,,,,,0.004,138.652,0.277,0.004,0.002,0.0,0.008,0.016,0.07,0.137,0.292,,,
baseline_advanced_random_1121_1344,advanced_random,dorothea_500_1000,,,,,0.004,138.652,0.277,0.004,0.002,0.0,0.008,0.016,0.07,0.137,0.292,,,
baseline_advanced_random_1122_1327,advanced_random,dorothea_500_1000,,,,,0.004,138.652,0.277,0.004,0.002,0.0,0.008,0.016,0.07,0.137,0.292,,,
baseline_advanced_random_1122_1719,advanced_random,dorothea_500_1000,,,,,0.004,138.652,0.277,0.004,0.002,0.0,0.008,0.016,0.07,0.137,0.292,,,
baseline_advanced_random_1122_1732,advanced_random,dorothea_500_1000,,,,,0.004,138.652,0.277,0.004,0.002,0.0,0.008,0.016,0.07,0.137,0.292,,,
baseline_overlap_1121_1203,overlap,dorothea_500_1000,,,,,0.006,140.218,0.28,0.004,0.002,0.0,0.006,0.031,0.089,0.16,0.313,,,
baseline_overlap_1121_1344,overlap,dorothea_500_1000,,,,,0.006,140.218,0.28,0.004,0.002,0.0,0.006,0.031,0.089,0.16,0.313,,,
baseline_overlap_1122_1327,overlap,dorothea_500_1000,,,,,0.006,140.218,0.28,0.004,0.002,0.0,0.006,0.031,0.089,0.16,0.313,,,
baseline_overlap_1122_1719,overlap,dorothea_500_1000,,,,,0.006,140.218,0.28,0.004,0.002,0.0,0.006,0.031,0.089,0.16,0.313,,,
baseline_overlap_1122_1732,overlap,dorothea_500_1000,,,,,0.006,140.218,0.28,0.004,0.002,0.0,0.006,0.031,0.089,0.16,0.313,,,
baseline_random_1121_1203,random,dorothea_500_1000,,,,,0.002,249.057,0.498,0.002,0.002,0.0,0.004,0.009,0.039,0.076,0.155,,,
baseline_random_1121_1344,random,dorothea_500_1000,,,,,0.002,249.057,0.498,0.002,0.002,0.0,0.004,0.009,0.039,0.076,0.155,,,
baseline_random_1122_1327,random,dorothea_500_1000,,,,,0.002,249.057,0.498,0.002,0.002,0.0,0.004,0.009,0.039,0.076,0.155,,,
baseline_random_1122_1719,random,dorothea_500_1000,,,,,0.002,249.057,0.498,0.002,0.002,0.0,0.004,0.009,0.039,0.076,0.155,,,
baseline_random_1122_1732,random,dorothea_500_1000,,,,,0.002,249.057,0.498,0.002,0.002,0.0,0.004,0.009,0.039,0.076,0.155,,,
baseline_smallestSuperset_1121_1203,smallestSuperset,dorothea_500_1000,,,,,0.003,257.238,0.514,0.002,0.002,0.002,0.002,0.012,0.04,0.083,0.152,,,
baseline_smallestSuperset_1121_1344,smallestSuperset,dorothea_500_1000,,,,,0.003,257.238,0.514,0.002,0.002,0.002,0.002,0.012,0.04,0.083,0.152,,,
baseline_smallestSuperset_1122_1327,smallestSuperset,dorothea_500_1000,,,,,0.003,257.238,0.514,0.002,0.002,0.002,0.002,0.012,0.04,0.083,0.152,,,
baseline_smallestSuperset_1122_1719,smallestSuperset,dorothea_500_1000,,,,,0.003,257.238,0.514,0.002,0.002,0.002,0.002,0.012,0.04,0.083,0.152,,,
baseline_smallestSuperset_1122_1732,smallestSuperset,dorothea_500_1000,,,,,0.003,257.238,0.514,0.002,0.002,0.002,0.002,0.012,0.04,0.083,0.152,,,
