filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 3,source in top 5,gene_specific_metrics
baseline_advanced_random_0927_1944,advanced_random,dorothea_500_2000,,,,,0.0,244.632,0.002,0.002,0.0,0.007,0.0,0.0,
baseline_advanced_random_0929_0010,advanced_random,dorothea_500_2000,,,,,0.0,244.632,0.002,0.002,0.0,0.007,0.0,0.0,
baseline_jordan_0927_1944,jordan,dorothea_500_2000,,,,,0.003,339.686,0.0,0.002,0.0,1.0,0.003,0.003,
baseline_jordan_0929_0010,jordan,dorothea_500_2000,,,,,0.003,339.686,0.0,0.002,0.0,1.0,0.003,0.003,
baseline_overlap_0927_1944,overlap,dorothea_500_2000,,,,,0.0,268.858,0.002,0.002,0.0,0.61,0.0,0.0,
baseline_overlap_0929_0010,overlap,dorothea_500_2000,,,,,0.0,268.858,0.002,0.002,0.0,0.61,0.0,0.0,
baseline_random_0927_1944,random,dorothea_500_2000,,,,,0.0,252.591,0.002,0.002,0.0,0.004,0.003,0.006,
baseline_random_0929_0010,random,dorothea_500_2000,,,,,0.0,252.591,0.002,0.002,0.0,0.004,0.003,0.006,
baseline_smallestSuperset_0927_1944,smallestSuperset,dorothea_500_2000,,,,,0.0,266.321,0.002,0.002,0.0,1.0,0.0,0.0,
baseline_smallestSuperset_0929_0010,smallestSuperset,dorothea_500_2000,,,,,0.0,266.321,0.002,0.002,0.0,1.0,0.0,0.0,
gat_0927_2222,gat,dorothea_500_2000,500.0,292.0,1.0,0.678,0.003,154.421,0.024,0.018,0.002,0.118,0.053,0.066,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 193, 'total_samples': 318, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.009, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 25, 'total_samples': 318, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 413, 'total_samples': 318, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.014, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 262, 'total_samples': 318, 'times_true_source': 0, 'times_predicted_source': 1, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': 0.0, 'recall': None, 'f1_score': None}}"
gat_0929_0438,gat,dorothea_500_2000,500.0,292.0,1.0,0.678,0.003,160.022,0.023,0.018,0.002,0.137,0.006,0.009,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 193, 'total_samples': 318, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.009, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 25, 'total_samples': 318, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 413, 'total_samples': 318, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.012, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 262, 'total_samples': 318, 'times_true_source': 0, 'times_predicted_source': 1, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': 0.0, 'recall': None, 'f1_score': None}}"
