filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 3,source in top 5,gene_specific_metrics
baseline_advanced_random_0922_1852,advanced_random,dorothea_500_600,,,,,0.002,247.68,0.002,0.002,0.0,0.004,0.007,0.013,
baseline_advanced_random_0925_1730,advanced_random,dorothea_500_600,,,,,0.002,247.68,0.002,0.002,0.0,0.004,0.007,0.013,
baseline_advanced_random_0926_1552,advanced_random,dorothea_500_600,,,,,0.002,247.68,0.002,0.002,0.0,0.004,0.007,0.013,
baseline_advanced_random_0927_2020,advanced_random,dorothea_500_600,,,,,0.002,247.68,0.002,0.002,0.0,0.004,0.007,0.013,
baseline_advanced_random_0929_0049,advanced_random,dorothea_500_600,,,,,0.002,247.68,0.002,0.002,0.0,0.004,0.007,0.013,
baseline_jordan_0922_1852,jordan,dorothea_500_600,,,,,0.0,270.4,0.001,0.002,0.0,1.0,0.0,0.002,
baseline_jordan_0925_1730,jordan,dorothea_500_600,,,,,0.0,270.4,0.001,0.002,0.0,1.0,0.0,0.002,
baseline_jordan_0926_1552,jordan,dorothea_500_600,,,,,0.0,270.4,0.001,0.002,0.0,1.0,0.0,0.002,
baseline_jordan_0927_2020,jordan,dorothea_500_600,,,,,0.0,270.4,0.001,0.002,0.0,1.0,0.0,0.002,
baseline_jordan_0929_0049,jordan,dorothea_500_600,,,,,0.0,270.4,0.001,0.002,0.0,1.0,0.0,0.002,
baseline_overlap_0922_1852,overlap,dorothea_500_600,,,,,0.0,262.671,0.002,0.002,0.002,0.002,0.0,0.009,
baseline_overlap_0925_1730,overlap,dorothea_500_600,,,,,0.0,262.671,0.002,0.002,0.002,0.002,0.0,0.009,
baseline_overlap_0926_1552,overlap,dorothea_500_600,,,,,0.0,262.671,0.002,0.002,0.002,0.002,0.0,0.009,
baseline_overlap_0927_2020,overlap,dorothea_500_600,,,,,0.0,262.671,0.002,0.002,0.002,0.002,0.0,0.009,
baseline_overlap_0929_0049,overlap,dorothea_500_600,,,,,0.0,262.671,0.002,0.002,0.002,0.002,0.0,0.009,
baseline_random_0922_1852,random,dorothea_500_600,,,,,0.002,247.68,0.002,0.002,0.0,0.004,0.007,0.013,
baseline_random_0925_1730,random,dorothea_500_600,,,,,0.002,247.68,0.002,0.002,0.0,0.004,0.007,0.013,
baseline_random_0926_1552,random,dorothea_500_600,,,,,0.002,247.68,0.002,0.002,0.0,0.004,0.007,0.013,
baseline_random_0927_2020,random,dorothea_500_600,,,,,0.002,247.68,0.002,0.002,0.0,0.004,0.007,0.013,
