filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg norm rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 5,source in top 20,source in top 40,source in top 80,pdgrapher_perturbation_discovery,pdgrapher_response_prediction,gene_specific_metrics
baseline_advanced_random_1103_1508,advanced_random,dorothea_500_1000,,,,,0.004,149.816,0.3,0.004,0.002,0.0,0.009,0.018,0.071,0.141,0.275,,,
baseline_advanced_random_1103_1529,advanced_random,dorothea_500_1000,,,,,0.004,149.816,0.3,0.004,0.002,0.0,0.009,0.018,0.071,0.141,0.275,,,
baseline_advanced_random_1103_1531,advanced_random,dorothea_500_1000,,,,,0.004,149.816,0.3,0.004,0.002,0.0,0.009,0.018,0.071,0.141,0.275,,,
baseline_advanced_random_1104_0920,advanced_random,dorothea_500_1000,,,,,0.004,149.816,0.3,0.004,0.002,0.0,0.009,0.018,0.071,0.141,0.275,,,
baseline_jordan_1103_1508,jordan,dorothea_500_1000,,,,,0.023,244.299,0.489,0.009,0.002,0.0,1.0,0.043,0.079,0.121,0.192,,,
baseline_jordan_1103_1529,jordan,dorothea_500_1000,,,,,0.023,244.299,0.489,0.009,0.002,0.0,1.0,0.043,0.079,0.121,0.192,,,
baseline_jordan_1103_1531,jordan,dorothea_500_1000,,,,,0.023,244.299,0.489,0.009,0.002,0.0,1.0,0.043,0.079,0.121,0.192,,,
baseline_jordan_1104_0920,jordan,dorothea_500_1000,,,,,0.023,244.299,0.489,0.009,0.002,0.0,1.0,0.043,0.079,0.121,0.192,,,
baseline_overlap_1103_1508,overlap,dorothea_500_1000,,,,,0.022,107.69,0.215,0.03,0.002,0.0,0.664,0.197,0.27,0.348,0.497,,,
baseline_overlap_1103_1529,overlap,dorothea_500_1000,,,,,0.022,107.69,0.215,0.03,0.002,0.0,0.664,0.197,0.27,0.348,0.497,,,
baseline_overlap_1103_1531,overlap,dorothea_500_1000,,,,,0.022,107.69,0.215,0.03,0.002,0.0,0.664,0.197,0.27,0.348,0.497,,,
baseline_overlap_1104_0920,overlap,dorothea_500_1000,,,,,0.022,107.69,0.215,0.03,0.002,0.0,0.664,0.197,0.27,0.348,0.497,,,
baseline_random_1103_1508,random,dorothea_500_1000,,,,,0.002,251.509,0.503,0.002,0.002,0.0,0.004,0.01,0.04,0.08,0.159,,,
baseline_random_1103_1529,random,dorothea_500_1000,,,,,0.002,251.509,0.503,0.002,0.002,0.0,0.004,0.01,0.04,0.08,0.159,,,
baseline_random_1103_1531,random,dorothea_500_1000,,,,,0.002,251.509,0.503,0.002,0.002,0.0,0.004,0.01,0.04,0.08,0.159,,,
baseline_random_1104_0920,random,dorothea_500_1000,,,,,0.002,251.509,0.503,0.002,0.002,0.0,0.004,0.01,0.04,0.08,0.159,,,
baseline_smallestSuperset_1103_1508,smallestSuperset,dorothea_500_1000,,,,,0.017,247.693,0.495,0.016,0.002,0.0,1.0,0.027,0.053,0.104,0.179,,,
baseline_smallestSuperset_1103_1529,smallestSuperset,dorothea_500_1000,,,,,0.017,247.693,0.495,0.016,0.002,0.0,1.0,0.027,0.053,0.104,0.179,,,
baseline_smallestSuperset_1103_1531,smallestSuperset,dorothea_500_1000,,,,,0.017,247.693,0.495,0.016,0.002,0.0,1.0,0.027,0.053,0.104,0.179,,,
baseline_smallestSuperset_1104_0920,smallestSuperset,dorothea_500_1000,,,,,0.017,247.693,0.495,0.016,0.002,0.0,1.0,0.027,0.053,0.104,0.179,,,
