filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg norm rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 5,source in top 20,source in top 40,source in top 80,pdgrapher_perturbation_discovery,pdgrapher_response_prediction,gene_specific_metrics
baseline_advanced_random_1115_1434,advanced_random,dorothea_500_1000,,,,,0.003,147.356,0.295,0.004,0.002,0.0,0.009,0.017,0.072,0.144,0.291,,,
baseline_advanced_random_1115_1923,advanced_random,dorothea_500_1000,,,,,0.003,147.356,0.295,0.004,0.002,0.0,0.009,0.017,0.072,0.144,0.291,,,
baseline_advanced_random_1116_1711,advanced_random,dorothea_500_1000,,,,,0.003,147.356,0.295,0.004,0.002,0.0,0.009,0.017,0.072,0.144,0.291,,,
baseline_advanced_random_1116_2153,advanced_random,dorothea_500_1000,,,,,0.003,147.356,0.295,0.004,0.002,0.0,0.009,0.017,0.072,0.144,0.291,,,
baseline_advanced_random_1116_2246,advanced_random,dorothea_500_1000,,,,,0.003,147.356,0.295,0.004,0.002,0.0,0.009,0.017,0.072,0.144,0.291,,,
baseline_overlap_1115_1434,overlap,dorothea_500_1000,,,,,0.007,152.64,0.305,0.004,0.002,0.0,0.007,0.027,0.084,0.155,0.3,,,
baseline_overlap_1115_1923,overlap,dorothea_500_1000,,,,,0.007,152.64,0.305,0.004,0.002,0.0,0.007,0.027,0.084,0.155,0.3,,,
baseline_overlap_1116_1711,overlap,dorothea_500_1000,,,,,0.007,152.64,0.305,0.004,0.002,0.0,0.007,0.027,0.084,0.155,0.3,,,
baseline_overlap_1116_2153,overlap,dorothea_500_1000,,,,,0.007,152.64,0.305,0.004,0.002,0.0,0.007,0.027,0.084,0.155,0.3,,,
baseline_overlap_1116_2246,overlap,dorothea_500_1000,,,,,0.007,152.64,0.305,0.004,0.002,0.0,0.007,0.027,0.084,0.155,0.3,,,
baseline_random_1115_1434,random,dorothea_500_1000,,,,,0.002,248.61,0.497,0.002,0.002,0.0,0.004,0.011,0.04,0.081,0.16,,,
baseline_random_1115_1923,random,dorothea_500_1000,,,,,0.002,248.61,0.497,0.002,0.002,0.0,0.004,0.011,0.04,0.081,0.16,,,
baseline_random_1116_1711,random,dorothea_500_1000,,,,,0.002,248.61,0.497,0.002,0.002,0.0,0.004,0.011,0.04,0.081,0.16,,,
