filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg norm rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 5,source in top 20,source in top 40,source in top 80,pdgrapher_perturbation_discovery,pdgrapher_response_prediction,gene_specific_metrics
baseline_advanced_random_1121_1652,advanced_random,dorothea_500_2000,,,,,0.002,161.704,0.323,0.003,0.002,0.0,0.007,0.017,0.059,0.117,0.245,,,
baseline_advanced_random_1121_1805,advanced_random,dorothea_500_2000,,,,,0.002,161.704,0.323,0.003,0.002,0.0,0.007,0.017,0.059,0.117,0.245,,,
baseline_advanced_random_1121_1842,advanced_random,dorothea_500_2000,,,,,0.002,161.704,0.323,0.003,0.002,0.0,0.007,0.017,0.059,0.117,0.245,,,
baseline_advanced_random_1122_1004,advanced_random,dorothea_500_2000,,,,,0.002,161.704,0.323,0.003,0.002,0.0,0.007,0.017,0.059,0.117,0.245,,,
baseline_overlap_1121_1652,overlap,dorothea_500_2000,,,,,0.005,156.243,0.312,0.003,0.002,0.0,0.01,0.016,0.068,0.135,0.241,,,
baseline_overlap_1121_1805,overlap,dorothea_500_2000,,,,,0.005,156.243,0.312,0.003,0.002,0.0,0.01,0.016,0.068,0.135,0.241,,,
baseline_overlap_1121_1842,overlap,dorothea_500_2000,,,,,0.005,156.243,0.312,0.003,0.002,0.0,0.01,0.016,0.068,0.135,0.241,,,
baseline_overlap_1122_1004,overlap,dorothea_500_2000,,,,,0.005,156.243,0.312,0.003,0.002,0.0,0.01,0.016,0.068,0.135,0.241,,,
baseline_random_1121_1652,random,dorothea_500_2000,,,,,0.001,251.346,0.503,0.002,0.002,0.0,0.004,0.009,0.038,0.074,0.157,,,
baseline_random_1121_1805,random,dorothea_500_2000,,,,,0.001,251.346,0.503,0.002,0.002,0.0,0.004,0.009,0.038,0.074,0.157,,,
baseline_random_1121_1842,random,dorothea_500_2000,,,,,0.001,251.346,0.503,0.002,0.002,0.0,0.004,0.009,0.038,0.074,0.157,,,
baseline_random_1122_1004,random,dorothea_500_2000,,,,,0.001,251.346,0.503,0.002,0.002,0.0,0.004,0.009,0.038,0.074,0.157,,,
baseline_smallestSuperset_1121_1652,smallestSuperset,dorothea_500_2000,,,,,0.005,228.557,0.457,0.002,0.002,0.002,0.002,0.014,0.056,0.109,0.198,,,
baseline_smallestSuperset_1121_1805,smallestSuperset,dorothea_500_2000,,,,,0.005,228.557,0.457,0.002,0.002,0.002,0.002,0.014,0.056,0.109,0.198,,,
baseline_smallestSuperset_1121_1842,smallestSuperset,dorothea_500_2000,,,,,0.005,228.557,0.457,0.002,0.002,0.002,0.002,0.014,0.056,0.109,0.198,,,
baseline_smallestSuperset_1122_1004,smallestSuperset,dorothea_500_2000,,,,,0.005,228.557,0.457,0.002,0.002,0.002,0.002,0.014,0.056,0.109,0.198,,,
