filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 3,source in top 5,gene_specific_metrics
baseline_advanced_random_0922_2055,advanced_random,dorothea_500_700,,,,,0.002,248.154,0.002,0.002,0.0,0.012,0.005,0.008,
baseline_advanced_random_0925_1702,advanced_random,dorothea_500_700,,,,,0.002,248.154,0.002,0.002,0.0,0.012,0.005,0.008,
baseline_advanced_random_0926_1521,advanced_random,dorothea_500_700,,,,,0.002,248.154,0.002,0.002,0.0,0.012,0.005,0.008,
baseline_advanced_random_0927_1949,advanced_random,dorothea_500_700,,,,,0.002,248.154,0.002,0.002,0.0,0.012,0.005,0.008,
baseline_advanced_random_0929_0014,advanced_random,dorothea_500_700,,,,,0.002,248.154,0.002,0.002,0.0,0.012,0.005,0.008,
baseline_jordan_0922_2055,jordan,dorothea_500_700,,,,,0.001,267.683,0.001,0.002,0.0,1.0,0.008,0.011,
baseline_jordan_0925_1702,jordan,dorothea_500_700,,,,,0.001,267.683,0.001,0.002,0.0,1.0,0.008,0.011,
baseline_jordan_0926_1521,jordan,dorothea_500_700,,,,,0.001,267.683,0.001,0.002,0.0,1.0,0.008,0.011,
baseline_jordan_0927_1949,jordan,dorothea_500_700,,,,,0.001,267.683,0.001,0.002,0.0,1.0,0.008,0.011,
baseline_jordan_0929_0014,jordan,dorothea_500_700,,,,,0.001,267.683,0.001,0.002,0.0,1.0,0.008,0.011,
baseline_overlap_0922_2055,overlap,dorothea_500_700,,,,,0.0,270.418,0.001,0.002,0.0,1.0,0.004,0.011,
baseline_overlap_0925_1702,overlap,dorothea_500_700,,,,,0.0,270.418,0.001,0.002,0.0,1.0,0.004,0.011,
baseline_overlap_0926_1521,overlap,dorothea_500_700,,,,,0.0,270.418,0.001,0.002,0.0,1.0,0.004,0.011,
baseline_overlap_0927_1949,overlap,dorothea_500_700,,,,,0.0,270.418,0.001,0.002,0.0,1.0,0.004,0.011,
baseline_overlap_0929_0014,overlap,dorothea_500_700,,,,,0.0,270.418,0.001,0.002,0.0,1.0,0.004,0.011,
baseline_random_0922_2055,random,dorothea_500_700,,,,,0.003,247.266,0.002,0.002,0.0,0.004,0.008,0.01,
baseline_random_0925_1702,random,dorothea_500_700,,,,,0.003,247.266,0.002,0.002,0.0,0.004,0.008,0.01,
baseline_random_0926_1521,random,dorothea_500_700,,,,,0.003,247.266,0.002,0.002,0.0,0.004,0.008,0.01,
baseline_random_0927_1949,random,dorothea_500_700,,,,,0.003,247.266,0.002,0.002,0.0,0.004,0.008,0.01,
baseline_random_0929_0014,random,dorothea_500_700,,,,,0.003,247.266,0.002,0.002,0.0,0.004,0.008,0.01,
baseline_smallestSuperset_0922_2055,smallestSuperset,dorothea_500_700,,,,,0.0,257.001,0.001,0.002,0.0,1.0,0.005,0.012,
baseline_smallestSuperset_0925_1702,smallestSuperset,dorothea_500_700,,,,,0.0,257.001,0.001,0.002,0.0,1.0,0.005,0.012,
baseline_smallestSuperset_0926_1521,smallestSuperset,dorothea_500_700,,,,,0.0,257.001,0.001,0.002,0.0,1.0,0.005,0.012,
baseline_smallestSuperset_0927_1949,smallestSuperset,dorothea_500_700,,,,,0.0,257.001,0.001,0.002,0.0,1.0,0.005,0.012,
baseline_smallestSuperset_0929_0014,smallestSuperset,dorothea_500_700,,,,,0.0,257.001,0.001,0.002,0.0,1.0,0.005,0.012,
