filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 3,source in top 5,gene_specific_metrics
baseline_advanced_random_0922_1710,advanced_random,dorothea_500_600,,,,,0.002,250.146,0.002,0.002,0.0,0.004,0.005,0.01,
baseline_jordan_0922_1710,jordan,dorothea_500_600,,,,,0.0,269.224,0.001,0.002,0.0,1.0,0.0,0.0,
baseline_overlap_0922_1710,overlap,dorothea_500_600,,,,,0.0,263.88,0.002,0.002,0.002,0.002,0.0,0.006,
baseline_random_0922_1710,random,dorothea_500_600,,,,,0.002,250.146,0.002,0.002,0.0,0.004,0.005,0.01,
baseline_smallestSuperset_0922_1710,smallestSuperset,dorothea_500_600,,,,,0.0,263.88,0.002,0.002,0.002,0.002,0.0,0.006,
gat_0922_1443,gat,dorothea_500_600,500.0,183.0,1.0,0.228,0.007,221.559,0.019,0.019,0.014,0.038,0.014,0.019,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 18703, 'times_true_source': 108, 'times_predicted_source': 10, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 114.806, 'avg_prob_when_true': 0.021, 'in_top3_when_true': 0, 'in_top5_when_true': 3, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 18703, 'times_true_source': 122, 'times_predicted_source': 60, 'correct_predictions': 3, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 263.328, 'avg_prob_when_true': 0.02, 'in_top3_when_true': 3, 'in_top5_when_true': 4, 'accuracy_when_true': 0.025, 'precision': 0.05, 'recall': 0.025, 'f1_score': 0.033}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 18703, 'times_true_source': 90, 'times_predicted_source': 7521, 'correct_predictions': 90, 'avg_prediction_prob': 0.024, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 0.0, 'avg_prob_when_true': 0.033, 'in_top3_when_true': 90, 'in_top5_when_true': 90, 'accuracy_when_true': 1.0, 'precision': 0.012, 'recall': 1.0, 'f1_score': 0.024}}"
gat_0923_1214,gat,dorothea_500_600,500.0,183.0,1.0,0.228,0.007,225.579,0.019,0.019,0.014,0.04,0.011,0.016,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 18703, 'times_true_source': 108, 'times_predicted_source': 10, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 152.157, 'avg_prob_when_true': 0.02, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 18703, 'times_true_source': 122, 'times_predicted_source': 47, 'correct_predictions': 3, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 269.746, 'avg_prob_when_true': 0.019, 'in_top3_when_true': 3, 'in_top5_when_true': 4, 'accuracy_when_true': 0.025, 'precision': 0.064, 'recall': 0.025, 'f1_score': 0.036}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 18703, 'times_true_source': 90, 'times_predicted_source': 7519, 'correct_predictions': 90, 'avg_prediction_prob': 0.023, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 0.0, 'avg_prob_when_true': 0.03, 'in_top3_when_true': 90, 'in_top5_when_true': 90, 'accuracy_when_true': 1.0, 'precision': 0.012, 'recall': 1.0, 'f1_score': 0.024}}"
gat_0925_1925,gat,dorothea_500_600,500.0,183.0,1.0,0.228,0.008,229.737,0.019,0.018,0.013,0.036,0.015,0.021,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 18703, 'times_true_source': 108, 'times_predicted_source': 10, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 154.944, 'avg_prob_when_true': 0.02, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 18703, 'times_true_source': 122, 'times_predicted_source': 35, 'correct_predictions': 3, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 290.41, 'avg_prob_when_true': 0.018, 'in_top3_when_true': 3, 'in_top5_when_true': 4, 'accuracy_when_true': 0.025, 'precision': 0.086, 'recall': 0.025, 'f1_score': 0.038}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 18703, 'times_true_source': 90, 'times_predicted_source': 7521, 'correct_predictions': 90, 'avg_prediction_prob': 0.023, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 0.0, 'avg_prob_when_true': 0.03, 'in_top3_when_true': 90, 'in_top5_when_true': 90, 'accuracy_when_true': 1.0, 'precision': 0.012, 'recall': 1.0, 'f1_score': 0.024}}"
gat_0925_2024,gat,dorothea_500_600,500.0,183.0,1.0,0.228,0.008,219.3,0.019,0.019,0.014,0.039,0.018,0.025,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 18703, 'times_true_source': 108, 'times_predicted_source': 12, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 102.269, 'avg_prob_when_true': 0.021, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 18703, 'times_true_source': 122, 'times_predicted_source': 37, 'correct_predictions': 3, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 259.811, 'avg_prob_when_true': 0.019, 'in_top3_when_true': 3, 'in_top5_when_true': 3, 'accuracy_when_true': 0.025, 'precision': 0.081, 'recall': 0.025, 'f1_score': 0.038}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 18703, 'times_true_source': 90, 'times_predicted_source': 7509, 'correct_predictions': 90, 'avg_prediction_prob': 0.024, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 0.0, 'avg_prob_when_true': 0.032, 'in_top3_when_true': 90, 'in_top5_when_true': 90, 'accuracy_when_true': 1.0, 'precision': 0.012, 'recall': 1.0, 'f1_score': 0.024}}"
gat_0926_1625,gat,dorothea_500_600,500.0,183.0,1.0,0.228,0.007,222.496,0.019,0.019,0.014,0.038,0.013,0.02,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 18703, 'times_true_source': 108, 'times_predicted_source': 12, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 107.991, 'avg_prob_when_true': 0.021, 'in_top3_when_true': 0, 'in_top5_when_true': 3, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 18703, 'times_true_source': 122, 'times_predicted_source': 40, 'correct_predictions': 3, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 290.631, 'avg_prob_when_true': 0.019, 'in_top3_when_true': 3, 'in_top5_when_true': 3, 'accuracy_when_true': 0.025, 'precision': 0.075, 'recall': 0.025, 'f1_score': 0.037}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 18703, 'times_true_source': 90, 'times_predicted_source': 7515, 'correct_predictions': 90, 'avg_prediction_prob': 0.024, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 0.0, 'avg_prob_when_true': 0.033, 'in_top3_when_true': 90, 'in_top5_when_true': 90, 'accuracy_when_true': 1.0, 'precision': 0.012, 'recall': 1.0, 'f1_score': 0.024}}"
gat_0927_2229,gat,dorothea_500_600,500.0,183.0,1.0,0.228,0.008,220.689,0.019,0.019,0.014,0.038,0.019,0.027,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 18703, 'times_true_source': 108, 'times_predicted_source': 11, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 99.833, 'avg_prob_when_true': 0.02, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 18703, 'times_true_source': 122, 'times_predicted_source': 54, 'correct_predictions': 3, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 239.533, 'avg_prob_when_true': 0.02, 'in_top3_when_true': 3, 'in_top5_when_true': 4, 'accuracy_when_true': 0.025, 'precision': 0.056, 'recall': 0.025, 'f1_score': 0.034}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 18703, 'times_true_source': 90, 'times_predicted_source': 7507, 'correct_predictions': 90, 'avg_prediction_prob': 0.024, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 0.0, 'avg_prob_when_true': 0.032, 'in_top3_when_true': 90, 'in_top5_when_true': 90, 'accuracy_when_true': 1.0, 'precision': 0.012, 'recall': 1.0, 'f1_score': 0.024}}"
gat_0929_0339,gat,dorothea_500_600,500.0,183.0,1.0,0.228,0.008,224.049,0.02,0.019,0.014,0.038,0.014,0.02,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 18703, 'times_true_source': 108, 'times_predicted_source': 17, 'correct_predictions': 0, 'avg_prediction_prob': 0.021, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 99.315, 'avg_prob_when_true': 0.022, 'in_top3_when_true': 0, 'in_top5_when_true': 4, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 18703, 'times_true_source': 122, 'times_predicted_source': 20, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 271.992, 'avg_prob_when_true': 0.019, 'in_top3_when_true': 3, 'in_top5_when_true': 3, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 18703, 'times_true_source': 90, 'times_predicted_source': 7503, 'correct_predictions': 90, 'avg_prediction_prob': 0.023, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 0.0, 'avg_prob_when_true': 0.029, 'in_top3_when_true': 90, 'in_top5_when_true': 90, 'accuracy_when_true': 1.0, 'precision': 0.012, 'recall': 1.0, 'f1_score': 0.024}}"
pdgrapher_0922_1636,pdgrapher,dorothea_500_600,500.0,183.0,1.0,0.228,0.085,100.001,-0.831,-5.215,-91.816,16.524,0.173,0.243,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 18703, 'times_true_source': 108, 'times_predicted_source': 75, 'correct_predictions': 18, 'avg_prediction_prob': -5.065, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 141.361, 'avg_prob_when_true': -1.136, 'in_top3_when_true': 21, 'in_top5_when_true': 25, 'accuracy_when_true': 0.167, 'precision': 0.24, 'recall': 0.167, 'f1_score': 0.197}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 18703, 'times_true_source': 122, 'times_predicted_source': 41, 'correct_predictions': 7, 'avg_prediction_prob': -4.769, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 102.107, 'avg_prob_when_true': -1.684, 'in_top3_when_true': 17, 'in_top5_when_true': 18, 'accuracy_when_true': 0.057, 'precision': 0.171, 'recall': 0.057, 'f1_score': 0.086}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 18703, 'times_true_source': 90, 'times_predicted_source': 21, 'correct_predictions': 9, 'avg_prediction_prob': -3.974, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 18.744, 'avg_prob_when_true': 0.118, 'in_top3_when_true': 14, 'in_top5_when_true': 26, 'accuracy_when_true': 0.1, 'precision': 0.429, 'recall': 0.1, 'f1_score': 0.162}}"
pdgrapher_0923_1309,pdgrapher,dorothea_500_600,500.0,183.0,1.0,0.228,0.266,88.795,1.479,-5.304,-19.298,25.015,0.416,0.488,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 18703, 'times_true_source': 108, 'times_predicted_source': 189, 'correct_predictions': 26, 'avg_prediction_prob': -4.72, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 64.269, 'avg_prob_when_true': 2.17, 'in_top3_when_true': 47, 'in_top5_when_true': 57, 'accuracy_when_true': 0.241, 'precision': 0.138, 'recall': 0.241, 'f1_score': 0.175}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 18703, 'times_true_source': 122, 'times_predicted_source': 116, 'correct_predictions': 22, 'avg_prediction_prob': -5.381, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 188.451, 'avg_prob_when_true': -0.343, 'in_top3_when_true': 32, 'in_top5_when_true': 44, 'accuracy_when_true': 0.18, 'precision': 0.19, 'recall': 0.18, 'f1_score': 0.185}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 18703, 'times_true_source': 90, 'times_predicted_source': 95, 'correct_predictions': 27, 'avg_prediction_prob': -3.376, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 18.0, 'avg_prob_when_true': 2.216, 'in_top3_when_true': 43, 'in_top5_when_true': 51, 'accuracy_when_true': 0.3, 'precision': 0.284, 'recall': 0.3, 'f1_score': 0.292}}"
pdgrapher_0925_1657,pdgrapher,dorothea_500_600,500.0,183.0,1.0,0.228,0.036,93.067,1.415,-4.85,-19.1,23.332,0.104,0.164,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 18703, 'times_true_source': 108, 'times_predicted_source': 159, 'correct_predictions': 8, 'avg_prediction_prob': -3.48, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 76.843, 'avg_prob_when_true': 2.418, 'in_top3_when_true': 11, 'in_top5_when_true': 19, 'accuracy_when_true': 0.074, 'precision': 0.05, 'recall': 0.074, 'f1_score': 0.06}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 18703, 'times_true_source': 122, 'times_predicted_source': 75, 'correct_predictions': 4, 'avg_prediction_prob': -3.828, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 88.303, 'avg_prob_when_true': 3.028, 'in_top3_when_true': 14, 'in_top5_when_true': 27, 'accuracy_when_true': 0.033, 'precision': 0.053, 'recall': 0.033, 'f1_score': 0.041}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 18703, 'times_true_source': 90, 'times_predicted_source': 48, 'correct_predictions': 2, 'avg_prediction_prob': -0.797, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 18.467, 'avg_prob_when_true': 3.732, 'in_top3_when_true': 7, 'in_top5_when_true': 14, 'accuracy_when_true': 0.022, 'precision': 0.042, 'recall': 0.022, 'f1_score': 0.029}}"
pdgrapher_0925_2111,pdgrapher,dorothea_500_600,500.0,183.0,1.0,0.228,0.089,106.706,-1.864,-5.743,-237.164,21.067,0.181,0.24,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 18703, 'times_true_source': 108, 'times_predicted_source': 204, 'correct_predictions': 3, 'avg_prediction_prob': -4.343, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 113.889, 'avg_prob_when_true': -1.989, 'in_top3_when_true': 9, 'in_top5_when_true': 24, 'accuracy_when_true': 0.028, 'precision': 0.015, 'recall': 0.028, 'f1_score': 0.019}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 18703, 'times_true_source': 122, 'times_predicted_source': 99, 'correct_predictions': 8, 'avg_prediction_prob': -4.477, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 91.672, 'avg_prob_when_true': -1.759, 'in_top3_when_true': 27, 'in_top5_when_true': 33, 'accuracy_when_true': 0.066, 'precision': 0.081, 'recall': 0.066, 'f1_score': 0.072}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 18703, 'times_true_source': 90, 'times_predicted_source': 54, 'correct_predictions': 13, 'avg_prediction_prob': -4.092, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 6.189, 'avg_prob_when_true': 1.009, 'in_top3_when_true': 27, 'in_top5_when_true': 38, 'accuracy_when_true': 0.144, 'precision': 0.241, 'recall': 0.144, 'f1_score': 0.181}}"
pdgrapher_0926_1619,pdgrapher,dorothea_500_600,500.0,183.0,1.0,0.228,0.034,71.253,1.067,-5.311,-243.559,19.667,0.099,0.154,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 18703, 'times_true_source': 108, 'times_predicted_source': 133, 'correct_predictions': 1, 'avg_prediction_prob': -3.377, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 82.796, 'avg_prob_when_true': 1.316, 'in_top3_when_true': 18, 'in_top5_when_true': 21, 'accuracy_when_true': 0.009, 'precision': 0.008, 'recall': 0.009, 'f1_score': 0.008}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 18703, 'times_true_source': 122, 'times_predicted_source': 22, 'correct_predictions': 3, 'avg_prediction_prob': -2.814, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 51.254, 'avg_prob_when_true': 3.375, 'in_top3_when_true': 17, 'in_top5_when_true': 24, 'accuracy_when_true': 0.025, 'precision': 0.136, 'recall': 0.025, 'f1_score': 0.042}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 18703, 'times_true_source': 90, 'times_predicted_source': 238, 'correct_predictions': 8, 'avg_prediction_prob': -1.38, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 9.422, 'avg_prob_when_true': 5.175, 'in_top3_when_true': 26, 'in_top5_when_true': 40, 'accuracy_when_true': 0.089, 'precision': 0.034, 'recall': 0.089, 'f1_score': 0.049}}"
pdgrapher_0927_2241,pdgrapher,dorothea_500_600,500.0,183.0,1.0,0.228,0.26,74.348,1.678,-4.863,-8.327,18.609,0.42,0.495,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 18703, 'times_true_source': 108, 'times_predicted_source': 97, 'correct_predictions': 14, 'avg_prediction_prob': -3.673, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 36.028, 'avg_prob_when_true': 0.398, 'in_top3_when_true': 29, 'in_top5_when_true': 41, 'accuracy_when_true': 0.13, 'precision': 0.144, 'recall': 0.13, 'f1_score': 0.137}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 18703, 'times_true_source': 122, 'times_predicted_source': 75, 'correct_predictions': 9, 'avg_prediction_prob': -3.7, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 77.639, 'avg_prob_when_true': 0.44, 'in_top3_when_true': 40, 'in_top5_when_true': 47, 'accuracy_when_true': 0.074, 'precision': 0.12, 'recall': 0.074, 'f1_score': 0.091}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 18703, 'times_true_source': 90, 'times_predicted_source': 93, 'correct_predictions': 27, 'avg_prediction_prob': -4.47, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 6.2, 'avg_prob_when_true': 2.123, 'in_top3_when_true': 41, 'in_top5_when_true': 46, 'accuracy_when_true': 0.3, 'precision': 0.29, 'recall': 0.3, 'f1_score': 0.295}}"
pdgrapher_0929_0344,pdgrapher,dorothea_500_600,500.0,183.0,1.0,0.228,0.16,96.905,-0.606,-6.474,-83.611,43.572,0.272,0.339,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 18703, 'times_true_source': 108, 'times_predicted_source': 838, 'correct_predictions': 32, 'avg_prediction_prob': -3.805, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 42.083, 'avg_prob_when_true': 3.28, 'in_top3_when_true': 54, 'in_top5_when_true': 64, 'accuracy_when_true': 0.296, 'precision': 0.038, 'recall': 0.296, 'f1_score': 0.068}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 18703, 'times_true_source': 122, 'times_predicted_source': 115, 'correct_predictions': 15, 'avg_prediction_prob': -5.466, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 71.107, 'avg_prob_when_true': -0.929, 'in_top3_when_true': 30, 'in_top5_when_true': 41, 'accuracy_when_true': 0.123, 'precision': 0.13, 'recall': 0.123, 'f1_score': 0.127}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 18703, 'times_true_source': 90, 'times_predicted_source': 40, 'correct_predictions': 23, 'avg_prediction_prob': -5.02, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 12.289, 'avg_prob_when_true': 1.584, 'in_top3_when_true': 50, 'in_top5_when_true': 53, 'accuracy_when_true': 0.256, 'precision': 0.575, 'recall': 0.256, 'f1_score': 0.354}}"
