filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 3,source in top 5,gene_specific_metrics
baseline_advanced_random_0922_1944,advanced_random,dorothea_500_1000,,,,,0.002,250.334,0.002,0.002,0.0,0.012,0.006,0.01,
baseline_advanced_random_0925_1742,advanced_random,dorothea_500_1000,,,,,0.002,250.334,0.002,0.002,0.0,0.012,0.006,0.01,
baseline_advanced_random_0925_1804,advanced_random,dorothea_500_1000,,,,,0.002,250.334,0.002,0.002,0.0,0.012,0.006,0.01,
baseline_advanced_random_0926_1524,advanced_random,dorothea_500_1000,,,,,0.002,250.334,0.002,0.002,0.0,0.012,0.006,0.01,
baseline_advanced_random_0927_2033,advanced_random,dorothea_500_1000,,,,,0.002,250.334,0.002,0.002,0.0,0.012,0.006,0.01,
baseline_advanced_random_0929_0108,advanced_random,dorothea_500_1000,,,,,0.002,250.334,0.002,0.002,0.0,0.012,0.006,0.01,
baseline_jordan_0922_1944,jordan,dorothea_500_1000,,,,,0.001,263.118,0.002,0.002,0.0,1.0,0.009,0.011,
baseline_jordan_0925_1742,jordan,dorothea_500_1000,,,,,0.001,263.118,0.002,0.002,0.0,1.0,0.009,0.011,
baseline_jordan_0925_1804,jordan,dorothea_500_1000,,,,,0.001,263.118,0.002,0.002,0.0,1.0,0.009,0.011,
baseline_jordan_0926_1524,jordan,dorothea_500_1000,,,,,0.001,263.118,0.002,0.002,0.0,1.0,0.009,0.011,
baseline_jordan_0927_2033,jordan,dorothea_500_1000,,,,,0.001,263.118,0.002,0.002,0.0,1.0,0.009,0.011,
baseline_jordan_0929_0108,jordan,dorothea_500_1000,,,,,0.001,263.118,0.002,0.002,0.0,1.0,0.009,0.011,
baseline_overlap_0922_1944,overlap,dorothea_500_1000,,,,,0.005,259.763,0.003,0.002,0.0,1.0,0.011,0.015,
baseline_overlap_0925_1742,overlap,dorothea_500_1000,,,,,0.005,259.763,0.003,0.002,0.0,1.0,0.011,0.015,
baseline_overlap_0925_1804,overlap,dorothea_500_1000,,,,,0.005,259.763,0.003,0.002,0.0,1.0,0.011,0.015,
baseline_overlap_0926_1524,overlap,dorothea_500_1000,,,,,0.005,259.763,0.003,0.002,0.0,1.0,0.011,0.015,
baseline_overlap_0927_2033,overlap,dorothea_500_1000,,,,,0.005,259.763,0.003,0.002,0.0,1.0,0.011,0.015,
baseline_overlap_0929_0108,overlap,dorothea_500_1000,,,,,0.005,259.763,0.003,0.002,0.0,1.0,0.011,0.015,
baseline_random_0922_1944,random,dorothea_500_1000,,,,,0.002,249.133,0.002,0.002,0.0,0.004,0.007,0.011,
baseline_random_0925_1742,random,dorothea_500_1000,,,,,0.002,249.133,0.002,0.002,0.0,0.004,0.007,0.011,
baseline_random_0925_1804,random,dorothea_500_1000,,,,,0.002,249.133,0.002,0.002,0.0,0.004,0.007,0.011,
baseline_random_0926_1524,random,dorothea_500_1000,,,,,0.002,249.133,0.002,0.002,0.0,0.004,0.007,0.011,
baseline_random_0927_2033,random,dorothea_500_1000,,,,,0.002,249.133,0.002,0.002,0.0,0.004,0.007,0.011,
baseline_random_0929_0108,random,dorothea_500_1000,,,,,0.002,249.133,0.002,0.002,0.0,0.004,0.007,0.011,
baseline_smallestSuperset_0922_1944,smallestSuperset,dorothea_500_1000,,,,,0.0,259.516,0.002,0.002,0.0,1.0,0.01,0.015,
