filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 5,source in top 20,source in top 40,source in top 80,gene_specific_metrics,pdgrapher_perturbation_discovery,pdgrapher_response_prediction
baseline_advanced_random_1016_1808,advanced_random,dorothea_100_150,,,,,0.005,47.009,0.01,0.01,0.0,0.023,0.028,0.217,0.424,0.829,,,
baseline_advanced_random_1016_2202,advanced_random,dorothea_100_150,,,,,0.005,47.009,0.01,0.01,0.0,0.023,0.028,0.217,0.424,0.829,,,
baseline_advanced_random_1017_0255,advanced_random,dorothea_100_150,,,,,0.005,47.009,0.01,0.01,0.0,0.023,0.028,0.217,0.424,0.829,,,
baseline_advanced_random_1017_0652,advanced_random,dorothea_100_150,,,,,0.005,47.009,0.01,0.01,0.0,0.023,0.028,0.217,0.424,0.829,,,
baseline_advanced_random_1017_1015,advanced_random,dorothea_100_150,,,,,0.005,47.009,0.01,0.01,0.0,0.023,0.028,0.217,0.424,0.829,,,
baseline_jordan_1016_1808,jordan,dorothea_100_150,,,,,0.0,46.475,0.01,0.01,0.002,0.018,0.037,0.258,0.41,0.866,,,
baseline_jordan_1016_2202,jordan,dorothea_100_150,,,,,0.0,46.475,0.01,0.01,0.002,0.018,0.037,0.258,0.41,0.866,,,
baseline_jordan_1017_0255,jordan,dorothea_100_150,,,,,0.0,46.475,0.01,0.01,0.002,0.018,0.037,0.258,0.41,0.866,,,
baseline_jordan_1017_0652,jordan,dorothea_100_150,,,,,0.0,46.475,0.01,0.01,0.002,0.018,0.037,0.258,0.41,0.866,,,
baseline_jordan_1017_1015,jordan,dorothea_100_150,,,,,0.0,46.475,0.01,0.01,0.002,0.018,0.037,0.258,0.41,0.866,,,
baseline_overlap_1016_1808,overlap,dorothea_100_150,,,,,0.0,49.945,0.01,0.01,0.01,0.01,0.097,0.258,0.35,0.719,,,
baseline_overlap_1016_2202,overlap,dorothea_100_150,,,,,0.0,49.945,0.01,0.01,0.01,0.01,0.097,0.258,0.35,0.719,,,
baseline_overlap_1017_0255,overlap,dorothea_100_150,,,,,0.0,49.945,0.01,0.01,0.01,0.01,0.097,0.258,0.35,0.719,,,
baseline_overlap_1017_0652,overlap,dorothea_100_150,,,,,0.0,49.945,0.01,0.01,0.01,0.01,0.097,0.258,0.35,0.719,,,
baseline_overlap_1017_1015,overlap,dorothea_100_150,,,,,0.0,49.945,0.01,0.01,0.01,0.01,0.097,0.258,0.35,0.719,,,
baseline_random_1016_1808,random,dorothea_100_150,,,,,0.005,47.009,0.01,0.01,0.0,0.023,0.028,0.217,0.424,0.829,,,
baseline_random_1016_2202,random,dorothea_100_150,,,,,0.005,47.009,0.01,0.01,0.0,0.023,0.028,0.217,0.424,0.829,,,
baseline_random_1017_0255,random,dorothea_100_150,,,,,0.005,47.009,0.01,0.01,0.0,0.023,0.028,0.217,0.424,0.829,,,
baseline_random_1017_0652,random,dorothea_100_150,,,,,0.005,47.009,0.01,0.01,0.0,0.023,0.028,0.217,0.424,0.829,,,
baseline_random_1017_1015,random,dorothea_100_150,,,,,0.005,47.009,0.01,0.01,0.0,0.023,0.028,0.217,0.424,0.829,,,
baseline_smallestSuperset_1016_1808,smallestSuperset,dorothea_100_150,,,,,0.0,49.945,0.01,0.01,0.01,0.01,0.097,0.258,0.35,0.719,,,
baseline_smallestSuperset_1016_2202,smallestSuperset,dorothea_100_150,,,,,0.0,49.945,0.01,0.01,0.01,0.01,0.097,0.258,0.35,0.719,,,
baseline_smallestSuperset_1017_0255,smallestSuperset,dorothea_100_150,,,,,0.0,49.945,0.01,0.01,0.01,0.01,0.097,0.258,0.35,0.719,,,
baseline_smallestSuperset_1017_0652,smallestSuperset,dorothea_100_150,,,,,0.0,49.945,0.01,0.01,0.01,0.01,0.097,0.258,0.35,0.719,,,
baseline_smallestSuperset_1017_1015,smallestSuperset,dorothea_100_150,,,,,0.0,49.945,0.01,0.01,0.01,0.01,0.097,0.258,0.35,0.719,,,
gat_1016_1809,gat,dorothea_100_150,100.0,62.0,1.0,0.336,0.069,12.903,0.316,0.097,0.0,0.398,0.23,0.756,0.995,1.0,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 37, 'total_samples': 217, 'times_true_source': 0, 'times_predicted_source': 6, 'correct_predictions': 0, 'avg_prediction_prob': 0.126, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': 0.0, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 3, 'total_samples': 217, 'times_true_source': 0, 'times_predicted_source': 2, 'correct_predictions': 0, 'avg_prediction_prob': 0.008, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': 0.0, 'recall': None, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 50, 'total_samples': 217, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.141, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}}",,
gat_1016_2208,gat,dorothea_100_150,100.0,62.0,1.0,0.336,0.037,13.613,0.292,0.093,0.001,0.353,0.221,0.733,0.986,1.0,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 37, 'total_samples': 217, 'times_true_source': 0, 'times_predicted_source': 13, 'correct_predictions': 0, 'avg_prediction_prob': 0.118, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': 0.0, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 3, 'total_samples': 217, 'times_true_source': 0, 'times_predicted_source': 1, 'correct_predictions': 0, 'avg_prediction_prob': 0.008, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': 0.0, 'recall': None, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 50, 'total_samples': 217, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.207, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}}",,
