filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg norm rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 5,source in top 20,source in top 40,source in top 80,pdgrapher_perturbation_discovery,pdgrapher_response_prediction,gene_specific_metrics
baseline_advanced_random_1121_1208,advanced_random,dorothea_500_1000,,,,,0.004,139.66,0.279,0.004,0.002,0.0,0.008,0.018,0.066,0.137,0.285,,,
baseline_advanced_random_1121_1350,advanced_random,dorothea_500_1000,,,,,0.004,139.66,0.279,0.004,0.002,0.0,0.008,0.018,0.066,0.137,0.285,,,
baseline_overlap_1121_1208,overlap,dorothea_500_1000,,,,,0.008,138.181,0.276,0.004,0.002,0.0,0.006,0.033,0.096,0.169,0.321,,,
baseline_overlap_1121_1350,overlap,dorothea_500_1000,,,,,0.008,138.181,0.276,0.004,0.002,0.0,0.006,0.033,0.096,0.169,0.321,,,
baseline_random_1121_1208,random,dorothea_500_1000,,,,,0.003,250.626,0.501,0.002,0.002,0.0,0.004,0.011,0.036,0.072,0.152,,,
baseline_random_1121_1350,random,dorothea_500_1000,,,,,0.003,250.626,0.501,0.002,0.002,0.0,0.004,0.011,0.036,0.072,0.152,,,
baseline_smallestSuperset_1121_1208,smallestSuperset,dorothea_500_1000,,,,,0.003,258.606,0.517,0.002,0.002,0.002,0.002,0.015,0.042,0.087,0.154,,,
baseline_smallestSuperset_1121_1350,smallestSuperset,dorothea_500_1000,,,,,0.003,258.606,0.517,0.002,0.002,0.002,0.002,0.015,0.042,0.087,0.154,,,
pdgrapher_1115_1442,pdgrapher,dorothea_500_1000,500.0,279.0,1.0,0.503,0.004,190.577,0.381,-0.326,-0.4,-1.07,0.814,0.017,0.067,0.129,0.248,"{'recall@1': 0.0032, 'recall@10': 0.0359, 'recall@100': 0.304, 'recall@1000': 1.0, 'ranking_score': 0.6163, 'ranking_score_dcg': 0.1052, 'perc_partially_accurate_predictions': 0.32, 'recall@1_std': 0.0566, 'recall@10_std': 0.186, 'recall@100_std': 0.46, 'recall@1000_std': 0.0, 'ranking_score_std': 0.2633, 'ranking_score_dcg_std': 0.0936, 'perc_partially_accurate_predictions_std': 5.66, 'total_samples': 6524, 'avg_topk': 308.1413}","{'forward_mae': -1, 'forward_mse': -1, 'forward_r2': -1, 'forward_r2_scgen': -1, 'forward_spearman': -1, 'backward_mae': -1, 'backward_mse': -1, 'backward_r2': -1, 'backward_r2_scgen': -1, 'backward_spearman': -1, 'backward_avg_topk': -1}","{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 6524, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.6, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 6524, 'times_true_source': 24, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.727, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 481.375, 'avg_prob_when_true': -0.747, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 6524, 'times_true_source': 33, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.582, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 413.515, 'avg_prob_when_true': -0.591, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 6524, 'times_true_source': 25, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.307, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 157.36, 'avg_prob_when_true': -0.306, 'in_top20_when_true': 0, 'in_top40_when_true': 1, 'in_top80_when_true': 5, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}"
pdgrapher_1115_1940,pdgrapher,dorothea_500_1000,500.0,279.0,1.0,0.503,0.003,205.174,0.41,-0.072,-0.077,-0.146,0.005,0.018,0.065,0.124,0.234,"{'recall@1': 0.0034, 'recall@10': 0.0331, 'recall@100': 0.2846, 'recall@1000': 1.0, 'ranking_score': 0.5891, 'ranking_score_dcg': 0.1004, 'perc_partially_accurate_predictions': 0.34, 'recall@1_std': 0.058, 'recall@10_std': 0.1789, 'recall@100_std': 0.4512, 'recall@1000_std': 0.0, 'ranking_score_std': 0.2748, 'ranking_score_dcg_std': 0.0944, 'perc_partially_accurate_predictions_std': 5.8, 'total_samples': 6524, 'avg_topk': 294.5474}","{'forward_mae': -1, 'forward_mse': -1, 'forward_r2': -1, 'forward_r2_scgen': -1, 'forward_spearman': -1, 'backward_mae': -1, 'backward_mse': -1, 'backward_r2': -1, 'backward_r2_scgen': -1, 'backward_spearman': -1, 'backward_avg_topk': -1}","{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 6524, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.078, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 6524, 'times_true_source': 24, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.073, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 214.792, 'avg_prob_when_true': -0.073, 'in_top20_when_true': 2, 'in_top40_when_true': 2, 'in_top80_when_true': 3, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 6524, 'times_true_source': 33, 'times_predicted_source': 1, 'correct_predictions': 0, 'avg_prediction_prob': -0.077, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 245.273, 'avg_prob_when_true': -0.077, 'in_top20_when_true': 0, 'in_top40_when_true': 1, 'in_top80_when_true': 5, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 6524, 'times_true_source': 25, 'times_predicted_source': 3, 'correct_predictions': 0, 'avg_prediction_prob': -0.066, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 138.36, 'avg_prob_when_true': -0.066, 'in_top20_when_true': 1, 'in_top40_when_true': 3, 'in_top80_when_true': 9, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}"
