filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg norm rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 5,source in top 20,source in top 40,source in top 80,pdgrapher_perturbation_discovery,pdgrapher_response_prediction,gene_specific_metrics
baseline_advanced_random_1122_1144,advanced_random,dorothea_250_500,,,,,0.002,96.116,0.384,0.005,0.004,0.0,0.012,0.027,0.116,0.215,0.411,,,
baseline_advanced_random_1122_1322,advanced_random,dorothea_250_500,,,,,0.002,96.116,0.384,0.005,0.004,0.0,0.012,0.027,0.116,0.215,0.411,,,
baseline_advanced_random_1122_1715,advanced_random,dorothea_250_500,,,,,0.002,96.116,0.384,0.005,0.004,0.0,0.012,0.027,0.116,0.215,0.411,,,
baseline_overlap_1122_1144,overlap,dorothea_250_500,,,,,0.015,90.951,0.364,0.005,0.004,0.0,0.008,0.053,0.141,0.246,0.452,,,
baseline_overlap_1122_1322,overlap,dorothea_250_500,,,,,0.015,90.951,0.364,0.005,0.004,0.0,0.008,0.053,0.141,0.246,0.452,,,
baseline_overlap_1122_1715,overlap,dorothea_250_500,,,,,0.015,90.951,0.364,0.005,0.004,0.0,0.008,0.053,0.141,0.246,0.452,,,
baseline_random_1122_1144,random,dorothea_250_500,,,,,0.001,123.615,0.494,0.004,0.004,0.0,0.009,0.023,0.09,0.167,0.329,,,
baseline_random_1122_1322,random,dorothea_250_500,,,,,0.001,123.615,0.494,0.004,0.004,0.0,0.009,0.023,0.09,0.167,0.329,,,
baseline_random_1122_1715,random,dorothea_250_500,,,,,0.001,123.615,0.494,0.004,0.004,0.0,0.009,0.023,0.09,0.167,0.329,,,
baseline_smallestSuperset_1122_1144,smallestSuperset,dorothea_250_500,,,,,0.003,129.52,0.518,0.004,0.004,0.004,0.004,0.024,0.073,0.143,0.294,,,
baseline_smallestSuperset_1122_1322,smallestSuperset,dorothea_250_500,,,,,0.003,129.52,0.518,0.004,0.004,0.004,0.004,0.024,0.073,0.143,0.294,,,
baseline_smallestSuperset_1122_1715,smallestSuperset,dorothea_250_500,,,,,0.003,129.52,0.518,0.004,0.004,0.004,0.004,0.024,0.073,0.143,0.294,,,
