filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 5,source in top 20,source in top 40,source in top 80,gene_specific_metrics,pdgrapher_perturbation_discovery,pdgrapher_response_prediction
baseline_advanced_random_1016_1810,advanced_random,dorothea_100_500,,,,,0.011,50.271,0.01,0.01,0.0,0.025,0.047,0.197,0.386,0.784,,,
baseline_advanced_random_1016_2202,advanced_random,dorothea_100_500,,,,,0.011,50.271,0.01,0.01,0.0,0.025,0.047,0.197,0.386,0.784,,,
baseline_advanced_random_1017_0256,advanced_random,dorothea_100_500,,,,,0.011,50.271,0.01,0.01,0.0,0.025,0.047,0.197,0.386,0.784,,,
baseline_advanced_random_1017_0653,advanced_random,dorothea_100_500,,,,,0.011,50.271,0.01,0.01,0.0,0.025,0.047,0.197,0.386,0.784,,,
baseline_advanced_random_1017_1016,advanced_random,dorothea_100_500,,,,,0.011,50.271,0.01,0.01,0.0,0.025,0.047,0.197,0.386,0.784,,,
baseline_jordan_1016_1810,jordan,dorothea_100_500,,,,,0.034,17.326,0.032,0.01,0.0,0.2,0.157,0.591,0.96,1.0,,,
baseline_jordan_1016_2202,jordan,dorothea_100_500,,,,,0.034,17.326,0.032,0.01,0.0,0.2,0.157,0.591,0.96,1.0,,,
baseline_jordan_1017_0256,jordan,dorothea_100_500,,,,,0.034,17.326,0.032,0.01,0.0,0.2,0.157,0.591,0.96,1.0,,,
baseline_jordan_1017_0653,jordan,dorothea_100_500,,,,,0.034,17.326,0.032,0.01,0.0,0.2,0.157,0.591,0.96,1.0,,,
baseline_jordan_1017_1016,jordan,dorothea_100_500,,,,,0.034,17.326,0.032,0.01,0.0,0.2,0.157,0.591,0.96,1.0,,,
baseline_overlap_1016_1810,overlap,dorothea_100_500,,,,,0.034,17.326,0.032,0.01,0.0,0.2,0.157,0.591,0.96,1.0,,,
baseline_overlap_1016_2202,overlap,dorothea_100_500,,,,,0.034,17.326,0.032,0.01,0.0,0.2,0.157,0.591,0.96,1.0,,,
baseline_overlap_1017_0256,overlap,dorothea_100_500,,,,,0.034,17.326,0.032,0.01,0.0,0.2,0.157,0.591,0.96,1.0,,,
baseline_overlap_1017_0653,overlap,dorothea_100_500,,,,,0.034,17.326,0.032,0.01,0.0,0.2,0.157,0.591,0.96,1.0,,,
baseline_overlap_1017_1016,overlap,dorothea_100_500,,,,,0.034,17.326,0.032,0.01,0.0,0.2,0.157,0.591,0.96,1.0,,,
baseline_random_1016_1810,random,dorothea_100_500,,,,,0.011,50.271,0.01,0.01,0.0,0.025,0.047,0.197,0.386,0.784,,,
baseline_random_1016_2202,random,dorothea_100_500,,,,,0.011,50.271,0.01,0.01,0.0,0.025,0.047,0.197,0.386,0.784,,,
baseline_random_1017_0256,random,dorothea_100_500,,,,,0.011,50.271,0.01,0.01,0.0,0.025,0.047,0.197,0.386,0.784,,,
baseline_random_1017_0653,random,dorothea_100_500,,,,,0.011,50.271,0.01,0.01,0.0,0.025,0.047,0.197,0.386,0.784,,,
baseline_random_1017_1016,random,dorothea_100_500,,,,,0.011,50.271,0.01,0.01,0.0,0.025,0.047,0.197,0.386,0.784,,,
baseline_smallestSuperset_1016_1810,smallestSuperset,dorothea_100_500,,,,,0.011,48.728,0.01,0.01,0.01,0.01,0.056,0.199,0.388,0.798,,,
baseline_smallestSuperset_1016_2202,smallestSuperset,dorothea_100_500,,,,,0.011,48.728,0.01,0.01,0.01,0.01,0.056,0.199,0.388,0.798,,,
baseline_smallestSuperset_1017_0256,smallestSuperset,dorothea_100_500,,,,,0.011,48.728,0.01,0.01,0.01,0.01,0.056,0.199,0.388,0.798,,,
baseline_smallestSuperset_1017_0653,smallestSuperset,dorothea_100_500,,,,,0.011,48.728,0.01,0.01,0.01,0.01,0.056,0.199,0.388,0.798,,,
baseline_smallestSuperset_1017_1016,smallestSuperset,dorothea_100_500,,,,,0.011,48.728,0.01,0.01,0.01,0.01,0.056,0.199,0.388,0.798,,,
gat_1016_1814,gat,dorothea_100_500,100.0,89.0,1.0,0.346,0.028,17.011,0.249,0.086,0.0,0.255,0.148,0.621,0.958,1.0,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 37, 'total_samples': 2012, 'times_true_source': 18, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.056, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 7.333, 'avg_prob_when_true': 0.255, 'in_top20_when_true': 18, 'in_top40_when_true': 18, 'in_top80_when_true': 18, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 3, 'total_samples': 2012, 'times_true_source': 20, 'times_predicted_source': 1192, 'correct_predictions': 20, 'avg_prediction_prob': 0.151, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 11.65, 'avg_prob_when_true': 0.255, 'in_top20_when_true': 20, 'in_top40_when_true': 20, 'in_top80_when_true': 20, 'accuracy_when_true': 1.0, 'precision': 0.017, 'recall': 1.0, 'f1_score': 0.033}, 'MYC': {'gene_name': 'MYC', 'gene_index': 50, 'total_samples': 2012, 'times_true_source': 20, 'times_predicted_source': 1, 'correct_predictions': 0, 'avg_prediction_prob': 0.222, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 5.25, 'avg_prob_when_true': 0.255, 'in_top20_when_true': 20, 'in_top40_when_true': 20, 'in_top80_when_true': 20, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}",,
gat_1016_2209,gat,dorothea_100_500,100.0,89.0,1.0,0.346,0.028,17.011,0.241,0.084,0.0,0.249,0.148,0.621,0.958,1.0,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 37, 'total_samples': 2012, 'times_true_source': 18, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.055, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 7.333, 'avg_prob_when_true': 0.249, 'in_top20_when_true': 18, 'in_top40_when_true': 18, 'in_top80_when_true': 18, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 3, 'total_samples': 2012, 'times_true_source': 20, 'times_predicted_source': 1192, 'correct_predictions': 20, 'avg_prediction_prob': 0.147, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 11.65, 'avg_prob_when_true': 0.249, 'in_top20_when_true': 20, 'in_top40_when_true': 20, 'in_top80_when_true': 20, 'accuracy_when_true': 1.0, 'precision': 0.017, 'recall': 1.0, 'f1_score': 0.033}, 'MYC': {'gene_name': 'MYC', 'gene_index': 50, 'total_samples': 2012, 'times_true_source': 20, 'times_predicted_source': 1, 'correct_predictions': 0, 'avg_prediction_prob': 0.216, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 5.25, 'avg_prob_when_true': 0.249, 'in_top20_when_true': 20, 'in_top40_when_true': 20, 'in_top80_when_true': 20, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}",,
