filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 3,source in top 5,gene_specific_metrics
baseline_advanced_random_0922_2150,advanced_random,dorothea_500_700,,,,,0.003,247.266,0.002,0.002,0.0,0.004,0.008,0.01,
baseline_advanced_random_0925_1759,advanced_random,dorothea_500_700,,,,,0.003,247.266,0.002,0.002,0.0,0.004,0.008,0.01,
baseline_advanced_random_0926_1616,advanced_random,dorothea_500_700,,,,,0.003,247.266,0.002,0.002,0.0,0.004,0.008,0.01,
baseline_advanced_random_0927_2043,advanced_random,dorothea_500_700,,,,,0.003,247.266,0.002,0.002,0.0,0.004,0.008,0.01,
baseline_advanced_random_0929_0112,advanced_random,dorothea_500_700,,,,,0.003,247.266,0.002,0.002,0.0,0.004,0.008,0.01,
baseline_jordan_0922_2150,jordan,dorothea_500_700,,,,,0.0,267.167,0.001,0.002,0.0,1.0,0.005,0.008,
baseline_jordan_0925_1759,jordan,dorothea_500_700,,,,,0.0,267.167,0.001,0.002,0.0,1.0,0.005,0.008,
baseline_jordan_0926_1616,jordan,dorothea_500_700,,,,,0.0,267.167,0.001,0.002,0.0,1.0,0.005,0.008,
baseline_jordan_0927_2043,jordan,dorothea_500_700,,,,,0.0,267.167,0.001,0.002,0.0,1.0,0.005,0.008,
baseline_jordan_0929_0112,jordan,dorothea_500_700,,,,,0.0,267.167,0.001,0.002,0.0,1.0,0.005,0.008,
baseline_overlap_0922_2150,overlap,dorothea_500_700,,,,,0.0,258.789,0.002,0.002,0.002,0.002,0.005,0.012,
baseline_overlap_0925_1759,overlap,dorothea_500_700,,,,,0.0,258.789,0.002,0.002,0.002,0.002,0.005,0.012,
baseline_overlap_0926_1616,overlap,dorothea_500_700,,,,,0.0,258.789,0.002,0.002,0.002,0.002,0.005,0.012,
baseline_overlap_0927_2043,overlap,dorothea_500_700,,,,,0.0,258.789,0.002,0.002,0.002,0.002,0.005,0.012,
baseline_overlap_0929_0112,overlap,dorothea_500_700,,,,,0.0,258.789,0.002,0.002,0.002,0.002,0.005,0.012,
baseline_random_0922_2150,random,dorothea_500_700,,,,,0.003,247.266,0.002,0.002,0.0,0.004,0.008,0.01,
baseline_random_0925_1759,random,dorothea_500_700,,,,,0.003,247.266,0.002,0.002,0.0,0.004,0.008,0.01,
baseline_random_0926_1616,random,dorothea_500_700,,,,,0.003,247.266,0.002,0.002,0.0,0.004,0.008,0.01,
baseline_random_0927_2043,random,dorothea_500_700,,,,,0.003,247.266,0.002,0.002,0.0,0.004,0.008,0.01,
baseline_random_0929_0112,random,dorothea_500_700,,,,,0.003,247.266,0.002,0.002,0.0,0.004,0.008,0.01,
baseline_smallestSuperset_0922_2150,smallestSuperset,dorothea_500_700,,,,,0.0,258.789,0.002,0.002,0.002,0.002,0.005,0.012,
baseline_smallestSuperset_0925_1759,smallestSuperset,dorothea_500_700,,,,,0.0,258.789,0.002,0.002,0.002,0.002,0.005,0.012,
baseline_smallestSuperset_0926_1616,smallestSuperset,dorothea_500_700,,,,,0.0,258.789,0.002,0.002,0.002,0.002,0.005,0.012,
baseline_smallestSuperset_0927_2043,smallestSuperset,dorothea_500_700,,,,,0.0,258.789,0.002,0.002,0.002,0.002,0.005,0.012,
baseline_smallestSuperset_0929_0112,smallestSuperset,dorothea_500_700,,,,,0.0,258.789,0.002,0.002,0.002,0.002,0.005,0.012,
