filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 3,source in top 5,gene_specific_metrics
baseline_advanced_random_0902_1623,advanced_random,dorothea_99,,,,,0.009,48.864,0.01,0.01,0.0,0.025,0.029,0.05,
baseline_advanced_random_0917_1226,advanced_random,dorothea_99,,,,,0.011,49.032,0.01,0.01,0.0,0.024,0.033,0.055,
baseline_jordan_0902_1623,jordan,dorothea_99,,,,,0.01,49.234,0.01,0.01,0.0,1.0,0.03,0.047,
baseline_jordan_0917_1226,jordan,dorothea_99,,,,,0.009,48.395,0.01,0.01,0.0,1.0,0.031,0.046,
baseline_overlap_0902_1623,overlap,dorothea_99,,,,,0.011,49.444,0.01,0.01,0.01,0.01,0.033,0.042,
baseline_overlap_0917_1226,overlap,dorothea_99,,,,,0.013,48.139,0.01,0.01,0.01,0.01,0.033,0.044,
baseline_random_0902_1623,random,dorothea_99,,,,,0.009,48.864,0.01,0.01,0.0,0.025,0.029,0.05,
baseline_random_0917_1226,random,dorothea_99,,,,,0.011,49.032,0.01,0.01,0.0,0.024,0.033,0.055,
baseline_smallestSuperset_0902_1623,smallestSuperset,dorothea_99,,,,,0.011,49.444,0.01,0.01,0.01,0.01,0.033,0.042,
baseline_smallestSuperset_0917_1226,smallestSuperset,dorothea_99,,,,,0.013,48.139,0.01,0.01,0.01,0.01,0.033,0.044,
gat_0902_0143,gat,dorothea_99,99.0,95.0,1.0,0.928,0.01,49.425,0.093,0.093,0.093,0.093,0.031,0.042,"{'MYC': {'gene_name': 'MYC', 'gene_index': 48, 'total_samples': 194560, 'times_true_source': 2075, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.093, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 47.0, 'avg_prob_when_true': 0.093, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}"
gat_0902_1830,gat,dorothea_99,99.0,95.0,1.0,0.926,0.011,48.643,0.093,0.093,0.083,0.113,0.035,0.055,"{'MYC': {'gene_name': 'MYC', 'gene_index': 48, 'total_samples': 19000, 'times_true_source': 194, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.1, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 4.469, 'avg_prob_when_true': 0.1, 'in_top3_when_true': 0, 'in_top5_when_true': 54, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}"
