filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 3,source in top 5,gene_specific_metrics
baseline_advanced_random_0927_1951,advanced_random,dorothea_500_1250,,,,,0.001,261.104,0.002,0.002,0.0,0.004,0.003,0.003,
baseline_advanced_random_0929_0018,advanced_random,dorothea_500_1250,,,,,0.001,261.104,0.002,0.002,0.0,0.004,0.003,0.003,
baseline_jordan_0927_1951,jordan,dorothea_500_1250,,,,,0.0,277.101,0.002,0.002,0.0,1.0,0.0,0.0,
baseline_jordan_0929_0018,jordan,dorothea_500_1250,,,,,0.0,277.101,0.002,0.002,0.0,1.0,0.0,0.0,
baseline_overlap_0927_1951,overlap,dorothea_500_1250,,,,,0.0,263.133,0.002,0.002,0.002,0.002,0.016,0.016,
baseline_overlap_0929_0018,overlap,dorothea_500_1250,,,,,0.0,263.133,0.002,0.002,0.002,0.002,0.016,0.016,
baseline_random_0927_1951,random,dorothea_500_1250,,,,,0.001,261.104,0.002,0.002,0.0,0.004,0.003,0.003,
baseline_random_0929_0018,random,dorothea_500_1250,,,,,0.001,261.104,0.002,0.002,0.0,0.004,0.003,0.003,
baseline_smallestSuperset_0927_1951,smallestSuperset,dorothea_500_1250,,,,,0.0,263.133,0.002,0.002,0.002,0.002,0.016,0.016,
baseline_smallestSuperset_0929_0018,smallestSuperset,dorothea_500_1250,,,,,0.0,263.133,0.002,0.002,0.002,0.002,0.016,0.016,
gat_0927_2221,gat,dorothea_500_1250,500.0,263.0,1.0,0.537,0.009,126.9,0.033,0.019,0.004,0.136,0.036,0.051,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 193, 'total_samples': 670, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.021, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 25, 'total_samples': 670, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.021, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 413, 'total_samples': 670, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.027, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 262, 'total_samples': 670, 'times_true_source': 0, 'times_predicted_source': 3, 'correct_predictions': 0, 'avg_prediction_prob': 0.011, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': 0.0, 'recall': None, 'f1_score': None}}"
