filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg norm rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 5,source in top 20,source in top 40,source in top 80,pdgrapher_perturbation_discovery,pdgrapher_response_prediction,gene_specific_metrics
baseline_advanced_random_1117_1128,advanced_random,dorothea_500_1000,,,,,0.002,248.82,0.498,0.002,0.002,0.0,0.004,0.01,0.041,0.083,0.166,,,
baseline_advanced_random_1117_1200,advanced_random,dorothea_500_1000,,,,,0.002,248.82,0.498,0.002,0.002,0.0,0.004,0.01,0.041,0.083,0.166,,,
baseline_advanced_random_1117_1311,advanced_random,dorothea_500_1000,,,,,0.002,248.82,0.498,0.002,0.002,0.0,0.004,0.01,0.041,0.083,0.166,,,
baseline_overlap_1117_1128,overlap,dorothea_500_1000,,,,,0.004,253.41,0.507,0.002,0.002,0.002,0.002,0.015,0.043,0.091,0.159,,,
baseline_overlap_1117_1200,overlap,dorothea_500_1000,,,,,0.004,253.41,0.507,0.002,0.002,0.002,0.002,0.015,0.043,0.091,0.159,,,
baseline_overlap_1117_1311,overlap,dorothea_500_1000,,,,,0.004,253.41,0.507,0.002,0.002,0.002,0.002,0.015,0.043,0.091,0.159,,,
baseline_random_1117_1128,random,dorothea_500_1000,,,,,0.002,248.82,0.498,0.002,0.002,0.0,0.004,0.01,0.041,0.083,0.166,,,
baseline_random_1117_1200,random,dorothea_500_1000,,,,,0.002,248.82,0.498,0.002,0.002,0.0,0.004,0.01,0.041,0.083,0.166,,,
baseline_random_1117_1311,random,dorothea_500_1000,,,,,0.002,248.82,0.498,0.002,0.002,0.0,0.004,0.01,0.041,0.083,0.166,,,
baseline_smallestSuperset_1117_1128,smallestSuperset,dorothea_500_1000,,,,,0.004,253.41,0.507,0.002,0.002,0.002,0.002,0.015,0.043,0.091,0.159,,,
baseline_smallestSuperset_1117_1200,smallestSuperset,dorothea_500_1000,,,,,0.004,253.41,0.507,0.002,0.002,0.002,0.002,0.015,0.043,0.091,0.159,,,
baseline_smallestSuperset_1117_1311,smallestSuperset,dorothea_500_1000,,,,,0.004,253.41,0.507,0.002,0.002,0.002,0.002,0.015,0.043,0.091,0.159,,,
