filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 3,source in top 5,source in top 20,source in top 40,source in top 80,gene_specific_metrics
baseline_advanced_random_1007_1419,advanced_random,dorothea_500_550,,,,,0.003,257.218,0.002,0.002,0.0,0.004,0.007,0.011,,,,
baseline_advanced_random_1008_1127,advanced_random,dorothea_500_550,,,,,0.003,257.218,0.002,0.002,0.0,0.004,0.007,0.011,,,,
baseline_advanced_random_1009_0025,advanced_random,dorothea_500_550,,,,,0.003,257.218,0.002,0.002,0.0,0.004,,,0.037,0.069,0.147,
baseline_advanced_random_1009_0942,advanced_random,dorothea_500_550,,,,,0.003,257.218,0.002,0.002,0.0,0.004,,,0.037,0.069,0.147,
baseline_advanced_random_1009_1110,advanced_random,dorothea_500_550,,,,,0.003,257.218,0.002,0.002,0.0,0.004,,0.011,0.037,0.069,0.147,
baseline_advanced_random_1009_1231,advanced_random,dorothea_500_550,,,,,0.003,257.218,0.002,0.002,0.0,0.004,,0.011,0.037,0.069,0.147,
baseline_jordan_1007_1419,jordan,dorothea_500_550,,,,,0.0,250.496,0.001,0.002,0.0,1.0,0.003,0.006,,,,
baseline_jordan_1008_1127,jordan,dorothea_500_550,,,,,0.0,250.496,0.001,0.002,0.0,1.0,0.003,0.006,,,,
baseline_jordan_1009_0025,jordan,dorothea_500_550,,,,,0.0,250.496,0.001,0.002,0.0,1.0,,,0.044,0.105,0.162,
baseline_jordan_1009_0942,jordan,dorothea_500_550,,,,,0.0,250.496,0.001,0.002,0.0,1.0,,,0.044,0.105,0.162,
baseline_jordan_1009_1110,jordan,dorothea_500_550,,,,,0.0,250.496,0.001,0.002,0.0,1.0,,0.006,0.044,0.105,0.162,
baseline_jordan_1009_1231,jordan,dorothea_500_550,,,,,0.0,250.496,0.001,0.002,0.0,1.0,,0.006,0.044,0.105,0.162,
baseline_overlap_1007_1419,overlap,dorothea_500_550,,,,,0.005,250.323,0.002,0.002,0.002,0.002,0.013,0.017,,,,
baseline_overlap_1008_1127,overlap,dorothea_500_550,,,,,0.005,250.323,0.002,0.002,0.002,0.002,0.013,0.017,,,,
baseline_overlap_1009_0025,overlap,dorothea_500_550,,,,,0.005,250.323,0.002,0.002,0.002,0.002,,,0.046,0.099,0.159,
baseline_overlap_1009_0942,overlap,dorothea_500_550,,,,,0.005,250.323,0.002,0.002,0.002,0.002,,,0.046,0.099,0.159,
baseline_overlap_1009_1110,overlap,dorothea_500_550,,,,,0.005,250.323,0.002,0.002,0.002,0.002,,0.017,0.046,0.099,0.159,
baseline_overlap_1009_1231,overlap,dorothea_500_550,,,,,0.005,250.323,0.002,0.002,0.002,0.002,,0.017,0.046,0.099,0.159,
baseline_random_1007_1419,random,dorothea_500_550,,,,,0.003,257.218,0.002,0.002,0.0,0.004,0.007,0.011,,,,
baseline_random_1008_1127,random,dorothea_500_550,,,,,0.003,257.218,0.002,0.002,0.0,0.004,0.007,0.011,,,,
baseline_random_1009_0025,random,dorothea_500_550,,,,,0.003,257.218,0.002,0.002,0.0,0.004,,,0.037,0.069,0.147,
baseline_random_1009_0942,random,dorothea_500_550,,,,,0.003,257.218,0.002,0.002,0.0,0.004,,,0.037,0.069,0.147,
baseline_random_1009_1110,random,dorothea_500_550,,,,,0.003,257.218,0.002,0.002,0.0,0.004,,0.011,0.037,0.069,0.147,
baseline_random_1009_1231,random,dorothea_500_550,,,,,0.003,257.218,0.002,0.002,0.0,0.004,,0.011,0.037,0.069,0.147,
baseline_smallestSuperset_1007_1419,smallestSuperset,dorothea_500_550,,,,,0.005,250.323,0.002,0.002,0.002,0.002,0.013,0.017,,,,
baseline_smallestSuperset_1008_1127,smallestSuperset,dorothea_500_550,,,,,0.005,250.323,0.002,0.002,0.002,0.002,0.013,0.017,,,,
baseline_smallestSuperset_1009_0025,smallestSuperset,dorothea_500_550,,,,,0.005,250.323,0.002,0.002,0.002,0.002,,,0.046,0.099,0.159,
baseline_smallestSuperset_1009_0942,smallestSuperset,dorothea_500_550,,,,,0.005,250.323,0.002,0.002,0.002,0.002,,,0.046,0.099,0.159,
baseline_smallestSuperset_1009_1110,smallestSuperset,dorothea_500_550,,,,,0.005,250.323,0.002,0.002,0.002,0.002,,0.017,0.046,0.099,0.159,
baseline_smallestSuperset_1009_1231,smallestSuperset,dorothea_500_550,,,,,0.005,250.323,0.002,0.002,0.002,0.002,,0.017,0.046,0.099,0.159,
gat_1007_1421,gat,dorothea_500_550,500.0,246.0,1.0,0.031,0.002,228.491,0.019,0.019,0.011,0.031,0.006,0.01,,,,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 3100, 'times_true_source': 9, 'times_predicted_source': 3, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 269.0, 'avg_prob_when_true': 0.019, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 3100, 'times_true_source': 14, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.017, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 380.429, 'avg_prob_when_true': 0.018, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 1, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': 0.0, 'recall': None, 'f1_score': None}}"
