filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg norm rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 5,source in top 20,source in top 40,source in top 80,pdgrapher_perturbation_discovery,pdgrapher_response_prediction,gene_specific_metrics
baseline_advanced_random_1117_1351,advanced_random,dorothea_500_1000,,,,,0.002,145.927,0.292,0.004,0.002,0.0,0.009,0.018,0.072,0.15,0.302,,,
baseline_advanced_random_1117_2328,advanced_random,dorothea_500_1000,,,,,0.002,145.927,0.292,0.004,0.002,0.0,0.009,0.018,0.072,0.15,0.302,,,
baseline_advanced_random_1118_0904,advanced_random,dorothea_500_1000,,,,,0.002,145.927,0.292,0.004,0.002,0.0,0.009,0.018,0.072,0.15,0.302,,,
baseline_advanced_random_1118_1005,advanced_random,dorothea_500_1000,,,,,0.002,145.927,0.292,0.004,0.002,0.0,0.009,0.018,0.072,0.15,0.302,,,
baseline_advanced_random_1118_1205,advanced_random,dorothea_500_1000,,,,,0.002,145.927,0.292,0.004,0.002,0.0,0.009,0.018,0.072,0.15,0.302,,,
baseline_overlap_1117_1351,overlap,dorothea_500_1000,,,,,0.008,149.76,0.3,0.004,0.002,0.0,0.007,0.029,0.087,0.158,0.314,,,
baseline_overlap_1117_2328,overlap,dorothea_500_1000,,,,,0.008,149.76,0.3,0.004,0.002,0.0,0.007,0.029,0.087,0.158,0.314,,,
baseline_overlap_1118_0904,overlap,dorothea_500_1000,,,,,0.008,149.76,0.3,0.004,0.002,0.0,0.007,0.029,0.087,0.158,0.314,,,
baseline_overlap_1118_1005,overlap,dorothea_500_1000,,,,,0.008,149.76,0.3,0.004,0.002,0.0,0.007,0.029,0.087,0.158,0.314,,,
baseline_overlap_1118_1205,overlap,dorothea_500_1000,,,,,0.008,149.76,0.3,0.004,0.002,0.0,0.007,0.029,0.087,0.158,0.314,,,
baseline_random_1117_1351,random,dorothea_500_1000,,,,,0.001,243.193,0.486,0.002,0.002,0.0,0.004,0.008,0.041,0.079,0.167,,,
baseline_random_1117_2328,random,dorothea_500_1000,,,,,0.001,243.193,0.486,0.002,0.002,0.0,0.004,0.008,0.041,0.079,0.167,,,
baseline_random_1118_0904,random,dorothea_500_1000,,,,,0.001,243.193,0.486,0.002,0.002,0.0,0.004,0.008,0.041,0.079,0.167,,,
baseline_random_1118_1005,random,dorothea_500_1000,,,,,0.001,243.193,0.486,0.002,0.002,0.0,0.004,0.008,0.041,0.079,0.167,,,
baseline_random_1118_1205,random,dorothea_500_1000,,,,,0.001,243.193,0.486,0.002,0.002,0.0,0.004,0.008,0.041,0.079,0.167,,,
baseline_smallestSuperset_1117_1351,smallestSuperset,dorothea_500_1000,,,,,0.004,253.102,0.506,0.002,0.002,0.002,0.002,0.013,0.04,0.084,0.158,,,
baseline_smallestSuperset_1117_2328,smallestSuperset,dorothea_500_1000,,,,,0.004,253.102,0.506,0.002,0.002,0.002,0.002,0.013,0.04,0.084,0.158,,,
baseline_smallestSuperset_1118_0904,smallestSuperset,dorothea_500_1000,,,,,0.004,253.102,0.506,0.002,0.002,0.002,0.002,0.013,0.04,0.084,0.158,,,
baseline_smallestSuperset_1118_1005,smallestSuperset,dorothea_500_1000,,,,,0.004,253.102,0.506,0.002,0.002,0.002,0.002,0.013,0.04,0.084,0.158,,,
baseline_smallestSuperset_1118_1205,smallestSuperset,dorothea_500_1000,,,,,0.004,253.102,0.506,0.002,0.002,0.002,0.002,0.013,0.04,0.084,0.158,,,
