filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 3,source in top 5,gene_specific_metrics
baseline_advanced_random_0922_2107,advanced_random,dorothea_500_1000,,,,,0.002,250.367,0.002,0.002,0.0,0.004,0.007,0.01,
baseline_advanced_random_0925_1840,advanced_random,dorothea_500_1000,,,,,0.002,250.367,0.002,0.002,0.0,0.004,0.007,0.01,
baseline_advanced_random_0925_1858,advanced_random,dorothea_500_1000,,,,,0.002,250.367,0.002,0.002,0.0,0.004,0.007,0.01,
baseline_advanced_random_0926_1629,advanced_random,dorothea_500_1000,,,,,0.002,250.367,0.002,0.002,0.0,0.004,0.007,0.01,
baseline_advanced_random_0927_2131,advanced_random,dorothea_500_1000,,,,,0.002,250.367,0.002,0.002,0.0,0.004,0.007,0.01,
baseline_advanced_random_0929_0159,advanced_random,dorothea_500_1000,,,,,0.002,250.367,0.002,0.002,0.0,0.004,0.007,0.01,
baseline_jordan_0922_2107,jordan,dorothea_500_1000,,,,,0.0,257.183,0.002,0.002,0.0,1.0,0.002,0.003,
baseline_jordan_0925_1840,jordan,dorothea_500_1000,,,,,0.0,257.183,0.002,0.002,0.0,1.0,0.002,0.003,
baseline_jordan_0925_1858,jordan,dorothea_500_1000,,,,,0.0,257.183,0.002,0.002,0.0,1.0,0.002,0.003,
baseline_jordan_0926_1629,jordan,dorothea_500_1000,,,,,0.0,257.183,0.002,0.002,0.0,1.0,0.002,0.003,
baseline_jordan_0927_2131,jordan,dorothea_500_1000,,,,,0.0,257.183,0.002,0.002,0.0,1.0,0.002,0.003,
baseline_jordan_0929_0159,jordan,dorothea_500_1000,,,,,0.0,257.183,0.002,0.002,0.0,1.0,0.002,0.003,
baseline_overlap_0922_2107,overlap,dorothea_500_1000,,,,,0.0,270.348,0.002,0.002,0.002,0.002,0.005,0.014,
baseline_overlap_0925_1840,overlap,dorothea_500_1000,,,,,0.0,270.348,0.002,0.002,0.002,0.002,0.005,0.014,
baseline_overlap_0925_1858,overlap,dorothea_500_1000,,,,,0.0,270.348,0.002,0.002,0.002,0.002,0.005,0.014,
baseline_overlap_0926_1629,overlap,dorothea_500_1000,,,,,0.0,270.348,0.002,0.002,0.002,0.002,0.005,0.014,
baseline_overlap_0927_2131,overlap,dorothea_500_1000,,,,,0.0,270.348,0.002,0.002,0.002,0.002,0.005,0.014,
baseline_overlap_0929_0159,overlap,dorothea_500_1000,,,,,0.0,270.348,0.002,0.002,0.002,0.002,0.005,0.014,
baseline_random_0922_2107,random,dorothea_500_1000,,,,,0.002,250.367,0.002,0.002,0.0,0.004,0.007,0.01,
baseline_random_0925_1840,random,dorothea_500_1000,,,,,0.002,250.367,0.002,0.002,0.0,0.004,0.007,0.01,
baseline_random_0925_1858,random,dorothea_500_1000,,,,,0.002,250.367,0.002,0.002,0.0,0.004,0.007,0.01,
baseline_random_0926_1629,random,dorothea_500_1000,,,,,0.002,250.367,0.002,0.002,0.0,0.004,0.007,0.01,
baseline_random_0927_2131,random,dorothea_500_1000,,,,,0.002,250.367,0.002,0.002,0.0,0.004,0.007,0.01,
baseline_random_0929_0159,random,dorothea_500_1000,,,,,0.002,250.367,0.002,0.002,0.0,0.004,0.007,0.01,
baseline_smallestSuperset_0922_2107,smallestSuperset,dorothea_500_1000,,,,,0.0,270.348,0.002,0.002,0.002,0.002,0.005,0.014,
baseline_smallestSuperset_0925_1840,smallestSuperset,dorothea_500_1000,,,,,0.0,270.348,0.002,0.002,0.002,0.002,0.005,0.014,
baseline_smallestSuperset_0925_1858,smallestSuperset,dorothea_500_1000,,,,,0.0,270.348,0.002,0.002,0.002,0.002,0.005,0.014,
baseline_smallestSuperset_0926_1629,smallestSuperset,dorothea_500_1000,,,,,0.0,270.348,0.002,0.002,0.002,0.002,0.005,0.014,
baseline_smallestSuperset_0927_2131,smallestSuperset,dorothea_500_1000,,,,,0.0,270.348,0.002,0.002,0.002,0.002,0.005,0.014,
baseline_smallestSuperset_0929_0159,smallestSuperset,dorothea_500_1000,,,,,0.0,270.348,0.002,0.002,0.002,0.002,0.005,0.014,
gat_0922_2002,gat,dorothea_500_1000,500.0,202.0,1.0,0.558,0.004,249.812,0.02,0.02,0.013,0.034,0.006,0.013,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 8917, 'times_true_source': 25, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 219.52, 'avg_prob_when_true': 0.02, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 8917, 'times_true_source': 23, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 264.174, 'avg_prob_when_true': 0.019, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 8917, 'times_true_source': 77, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 383.364, 'avg_prob_when_true': 0.018, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}"
gat_0923_1015,gat,dorothea_500_1000,500.0,202.0,1.0,0.558,0.004,250.672,0.019,0.019,0.014,0.028,0.006,0.01,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 8917, 'times_true_source': 25, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 197.44, 'avg_prob_when_true': 0.019, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 8917, 'times_true_source': 23, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 155.609, 'avg_prob_when_true': 0.019, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 8917, 'times_true_source': 77, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.017, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 423.649, 'avg_prob_when_true': 0.017, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}"
gat_0925_1922,gat,dorothea_500_1000,500.0,202.0,1.0,0.558,0.004,249.27,0.018,0.018,0.014,0.031,0.007,0.013,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 8917, 'times_true_source': 25, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 235.32, 'avg_prob_when_true': 0.018, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 8917, 'times_true_source': 23, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 211.696, 'avg_prob_when_true': 0.019, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 8917, 'times_true_source': 77, 'times_predicted_source': 32, 'correct_predictions': 0, 'avg_prediction_prob': 0.017, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 414.87, 'avg_prob_when_true': 0.017, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}"
