filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 5,source in top 20,source in top 40,source in top 80,gene_specific_metrics,pdgrapher_perturbation_discovery,pdgrapher_response_prediction
baseline_advanced_random_1016_1441,advanced_random,dorothea_500_550,,,,,0.0,111.751,0.004,0.002,0.0,0.009,0.043,0.115,0.196,0.364,,,
baseline_advanced_random_1016_1442,advanced_random,dorothea_500_550,,,,,0.0,111.751,0.004,0.002,0.0,0.009,0.043,0.115,0.196,0.364,,,
baseline_advanced_random_1016_1457,advanced_random,dorothea_500_550,,,,,0.0,111.751,0.004,0.002,0.0,0.009,0.043,0.115,0.196,0.364,,,
baseline_advanced_random_1016_1505,advanced_random,dorothea_500_550,,,,,0.0,111.751,0.004,0.002,0.0,0.009,0.043,0.115,0.196,0.364,,,
baseline_advanced_random_1016_1612,advanced_random,dorothea_500_550,,,,,0.0,117.856,0.004,0.002,0.0,0.009,0.014,0.077,0.144,0.341,,,
baseline_advanced_random_1016_1631,advanced_random,dorothea_500_550,,,,,0.0,117.856,0.004,0.002,0.0,0.009,0.014,0.077,0.144,0.341,,,
baseline_jordan_1016_1441,jordan,dorothea_500_550,,,,,0.895,0.316,0.621,0.002,0.0,1.0,0.981,1.0,1.0,1.0,,,
baseline_jordan_1016_1442,jordan,dorothea_500_550,,,,,0.895,0.316,0.621,0.002,0.0,1.0,0.981,1.0,1.0,1.0,,,
baseline_jordan_1016_1457,jordan,dorothea_500_550,,,,,0.895,0.316,0.621,0.002,0.0,1.0,0.981,1.0,1.0,1.0,,,
baseline_jordan_1016_1505,jordan,dorothea_500_550,,,,,0.895,0.316,0.621,0.002,0.0,1.0,0.981,1.0,1.0,1.0,,,
baseline_jordan_1016_1612,jordan,dorothea_500_550,,,,,0.88,0.346,0.667,0.002,0.0,1.0,0.981,1.0,1.0,1.0,,,
baseline_jordan_1016_1631,jordan,dorothea_500_550,,,,,0.88,0.346,0.667,0.002,0.0,1.0,0.981,1.0,1.0,1.0,,,
baseline_overlap_1016_1441,overlap,dorothea_500_550,,,,,0.914,0.301,0.081,0.002,0.0,0.648,0.967,1.0,1.0,1.0,,,
baseline_overlap_1016_1442,overlap,dorothea_500_550,,,,,0.914,0.301,0.081,0.002,0.0,0.648,0.967,1.0,1.0,1.0,,,
baseline_overlap_1016_1457,overlap,dorothea_500_550,,,,,0.914,0.301,0.081,0.002,0.0,0.648,0.967,1.0,1.0,1.0,,,
baseline_overlap_1016_1505,overlap,dorothea_500_550,,,,,0.914,0.301,0.081,0.002,0.0,0.648,0.967,1.0,1.0,1.0,,,
baseline_overlap_1016_1612,overlap,dorothea_500_550,,,,,0.947,0.115,0.073,0.002,0.0,0.64,0.995,1.0,1.0,1.0,,,
baseline_overlap_1016_1631,overlap,dorothea_500_550,,,,,0.947,0.115,0.073,0.002,0.0,0.64,0.995,1.0,1.0,1.0,,,
baseline_random_1016_1441,random,dorothea_500_550,,,,,0.0,227.167,0.002,0.002,0.0,0.004,0.024,0.077,0.115,0.196,,,
baseline_random_1016_1442,random,dorothea_500_550,,,,,0.0,227.167,0.002,0.002,0.0,0.004,0.024,0.077,0.115,0.196,,,
baseline_random_1016_1457,random,dorothea_500_550,,,,,0.0,227.167,0.002,0.002,0.0,0.004,0.024,0.077,0.115,0.196,,,
baseline_random_1016_1505,random,dorothea_500_550,,,,,0.0,227.167,0.002,0.002,0.0,0.004,0.024,0.077,0.115,0.196,,,
baseline_random_1016_1612,random,dorothea_500_550,,,,,0.0,240.668,0.002,0.002,0.0,0.004,0.0,0.024,0.067,0.139,,,
baseline_random_1016_1631,random,dorothea_500_550,,,,,0.0,240.668,0.002,0.002,0.0,0.004,0.0,0.024,0.067,0.139,,,
baseline_smallestSuperset_1016_1441,smallestSuperset,dorothea_500_550,,,,,0.914,0.297,0.92,0.002,0.0,1.0,0.976,1.0,1.0,1.0,,,
baseline_smallestSuperset_1016_1442,smallestSuperset,dorothea_500_550,,,,,0.914,0.297,0.92,0.002,0.0,1.0,0.976,1.0,1.0,1.0,,,
baseline_smallestSuperset_1016_1457,smallestSuperset,dorothea_500_550,,,,,0.914,0.297,0.92,0.002,0.0,1.0,0.976,1.0,1.0,1.0,,,
baseline_smallestSuperset_1016_1505,smallestSuperset,dorothea_500_550,,,,,0.914,0.297,0.92,0.002,0.0,1.0,0.976,1.0,1.0,1.0,,,
