filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg norm rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 5,source in top 20,source in top 40,source in top 80,pdgrapher_perturbation_discovery,pdgrapher_response_prediction,gene_specific_metrics
baseline_advanced_random_1117_1348,advanced_random,dorothea_500_550,,,,,0.003,123.759,0.248,0.004,0.002,0.0,0.009,0.015,0.087,0.158,0.31,,,
baseline_advanced_random_1117_2326,advanced_random,dorothea_500_550,,,,,0.003,123.759,0.248,0.004,0.002,0.0,0.009,0.015,0.087,0.158,0.31,,,
baseline_advanced_random_1118_0901,advanced_random,dorothea_500_550,,,,,0.003,123.759,0.248,0.004,0.002,0.0,0.009,0.015,0.087,0.158,0.31,,,
baseline_advanced_random_1118_1001,advanced_random,dorothea_500_550,,,,,0.003,123.759,0.248,0.004,0.002,0.0,0.009,0.015,0.087,0.158,0.31,,,
baseline_overlap_1117_1348,overlap,dorothea_500_550,,,,,0.011,134.211,0.268,0.005,0.002,0.0,0.03,0.048,0.132,0.228,0.398,,,
baseline_overlap_1117_2326,overlap,dorothea_500_550,,,,,0.011,134.211,0.268,0.005,0.002,0.0,0.03,0.048,0.132,0.228,0.398,,,
baseline_overlap_1118_0901,overlap,dorothea_500_550,,,,,0.011,134.211,0.268,0.005,0.002,0.0,0.03,0.048,0.132,0.228,0.398,,,
baseline_overlap_1118_1001,overlap,dorothea_500_550,,,,,0.011,134.211,0.268,0.005,0.002,0.0,0.03,0.048,0.132,0.228,0.398,,,
baseline_random_1117_1348,random,dorothea_500_550,,,,,0.002,251.935,0.504,0.002,0.002,0.0,0.004,0.008,0.04,0.086,0.157,,,
baseline_random_1117_2326,random,dorothea_500_550,,,,,0.002,251.935,0.504,0.002,0.002,0.0,0.004,0.008,0.04,0.086,0.157,,,
baseline_random_1118_0901,random,dorothea_500_550,,,,,0.002,251.935,0.504,0.002,0.002,0.0,0.004,0.008,0.04,0.086,0.157,,,
baseline_random_1118_1001,random,dorothea_500_550,,,,,0.002,251.935,0.504,0.002,0.002,0.0,0.004,0.008,0.04,0.086,0.157,,,
baseline_smallestSuperset_1117_1348,smallestSuperset,dorothea_500_550,,,,,0.003,257.272,0.515,0.002,0.002,0.002,0.002,0.01,0.041,0.104,0.164,,,
baseline_smallestSuperset_1117_2326,smallestSuperset,dorothea_500_550,,,,,0.003,257.272,0.515,0.002,0.002,0.002,0.002,0.01,0.041,0.104,0.164,,,
baseline_smallestSuperset_1118_0901,smallestSuperset,dorothea_500_550,,,,,0.003,257.272,0.515,0.002,0.002,0.002,0.002,0.01,0.041,0.104,0.164,,,
