filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 3,source in top 5,gene_specific_metrics
baseline_advanced_random_0922_2215,advanced_random,dorothea_500_800,,,,,0.002,246.296,0.002,0.002,0.0,0.012,0.006,0.01,
baseline_advanced_random_0925_1739,advanced_random,dorothea_500_800,,,,,0.002,246.296,0.002,0.002,0.0,0.012,0.006,0.01,
baseline_advanced_random_0926_1550,advanced_random,dorothea_500_800,,,,,0.002,246.296,0.002,0.002,0.0,0.012,0.006,0.01,
baseline_advanced_random_0927_2020,advanced_random,dorothea_500_800,,,,,0.002,246.296,0.002,0.002,0.0,0.012,0.006,0.01,
baseline_advanced_random_0929_0044,advanced_random,dorothea_500_800,,,,,0.002,246.296,0.002,0.002,0.0,0.012,0.006,0.01,
baseline_jordan_0922_2215,jordan,dorothea_500_800,,,,,0.0,272.038,0.001,0.002,0.0,1.0,0.006,0.007,
baseline_jordan_0925_1739,jordan,dorothea_500_800,,,,,0.0,272.038,0.001,0.002,0.0,1.0,0.006,0.007,
baseline_jordan_0926_1550,jordan,dorothea_500_800,,,,,0.0,272.038,0.001,0.002,0.0,1.0,0.006,0.007,
baseline_jordan_0927_2020,jordan,dorothea_500_800,,,,,0.0,272.038,0.001,0.002,0.0,1.0,0.006,0.007,
baseline_jordan_0929_0044,jordan,dorothea_500_800,,,,,0.0,272.038,0.001,0.002,0.0,1.0,0.006,0.007,
baseline_overlap_0922_2215,overlap,dorothea_500_800,,,,,0.004,272.638,0.001,0.002,0.0,1.0,0.011,0.014,
baseline_overlap_0925_1739,overlap,dorothea_500_800,,,,,0.004,272.638,0.001,0.002,0.0,1.0,0.011,0.014,
baseline_overlap_0926_1550,overlap,dorothea_500_800,,,,,0.004,272.638,0.001,0.002,0.0,1.0,0.011,0.014,
baseline_overlap_0927_2020,overlap,dorothea_500_800,,,,,0.004,272.638,0.001,0.002,0.0,1.0,0.011,0.014,
baseline_overlap_0929_0044,overlap,dorothea_500_800,,,,,0.004,272.638,0.001,0.002,0.0,1.0,0.011,0.014,
baseline_random_0922_2215,random,dorothea_500_800,,,,,0.002,249.299,0.002,0.002,0.0,0.004,0.005,0.008,
baseline_random_0925_1739,random,dorothea_500_800,,,,,0.002,249.299,0.002,0.002,0.0,0.004,0.005,0.008,
baseline_random_0926_1550,random,dorothea_500_800,,,,,0.002,249.299,0.002,0.002,0.0,0.004,0.005,0.008,
baseline_random_0927_2020,random,dorothea_500_800,,,,,0.002,249.299,0.002,0.002,0.0,0.004,0.005,0.008,
baseline_random_0929_0044,random,dorothea_500_800,,,,,0.002,249.299,0.002,0.002,0.0,0.004,0.005,0.008,
baseline_smallestSuperset_0922_2215,smallestSuperset,dorothea_500_800,,,,,0.0,263.017,0.001,0.002,0.0,1.0,0.005,0.01,
baseline_smallestSuperset_0925_1739,smallestSuperset,dorothea_500_800,,,,,0.0,263.017,0.001,0.002,0.0,1.0,0.005,0.01,
baseline_smallestSuperset_0926_1550,smallestSuperset,dorothea_500_800,,,,,0.0,263.017,0.001,0.002,0.0,1.0,0.005,0.01,
baseline_smallestSuperset_0927_2020,smallestSuperset,dorothea_500_800,,,,,0.0,263.017,0.001,0.002,0.0,1.0,0.005,0.01,
baseline_smallestSuperset_0929_0044,smallestSuperset,dorothea_500_800,,,,,0.0,263.017,0.001,0.002,0.0,1.0,0.005,0.01,
gat_0922_2243,gat,dorothea_500_800,500.0,194.0,1.0,0.381,0.004,218.369,0.019,0.018,0.009,0.048,0.011,0.018,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19284, 'times_true_source': 111, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 65.901, 'avg_prob_when_true': 0.02, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19284, 'times_true_source': 106, 'times_predicted_source': 14, 'correct_predictions': 3, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 248.906, 'avg_prob_when_true': 0.019, 'in_top3_when_true': 3, 'in_top5_when_true': 3, 'accuracy_when_true': 0.028, 'precision': 0.214, 'recall': 0.028, 'f1_score': 0.05}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19284, 'times_true_source': 84, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.015, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 397.619, 'avg_prob_when_true': 0.015, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}"
gat_0924_0005,gat,dorothea_500_800,500.0,194.0,1.0,0.381,0.004,215.138,0.02,0.019,0.009,0.048,0.011,0.019,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19284, 'times_true_source': 111, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.021, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 58.405, 'avg_prob_when_true': 0.021, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19284, 'times_true_source': 106, 'times_predicted_source': 2, 'correct_predictions': 1, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 251.915, 'avg_prob_when_true': 0.02, 'in_top3_when_true': 3, 'in_top5_when_true': 3, 'accuracy_when_true': 0.009, 'precision': 0.5, 'recall': 0.009, 'f1_score': 0.019}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19284, 'times_true_source': 84, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.015, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 390.202, 'avg_prob_when_true': 0.015, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}"
gat_0925_1728,gat,dorothea_500_800,500.0,194.0,1.0,0.381,0.003,215.417,0.02,0.019,0.008,0.051,0.01,0.019,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19284, 'times_true_source': 111, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.022, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 62.883, 'avg_prob_when_true': 0.022, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19284, 'times_true_source': 106, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 304.34, 'avg_prob_when_true': 0.019, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19284, 'times_true_source': 84, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.016, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 389.476, 'avg_prob_when_true': 0.016, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}"
gat_0926_1627,gat,dorothea_500_800,500.0,194.0,1.0,0.381,0.004,215.994,0.02,0.019,0.009,0.048,0.011,0.02,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19284, 'times_true_source': 111, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.021, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 55.721, 'avg_prob_when_true': 0.021, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19284, 'times_true_source': 106, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 264.736, 'avg_prob_when_true': 0.019, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19284, 'times_true_source': 84, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.015, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 390.607, 'avg_prob_when_true': 0.015, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}"
