filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg norm rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 5,source in top 20,source in top 40,source in top 80,pdgrapher_perturbation_discovery,pdgrapher_response_prediction,gene_specific_metrics
baseline_advanced_random_1115_1657,advanced_random,dorothea_500_550,,,,,0.004,122.034,0.244,0.004,0.002,0.0,0.009,0.019,0.086,0.17,0.331,,,
baseline_advanced_random_1115_1918,advanced_random,dorothea_500_550,,,,,0.004,122.034,0.244,0.004,0.002,0.0,0.009,0.019,0.086,0.17,0.331,,,
baseline_advanced_random_1116_1704,advanced_random,dorothea_500_550,,,,,0.004,122.034,0.244,0.004,0.002,0.0,0.009,0.019,0.086,0.17,0.331,,,
baseline_advanced_random_1116_2148,advanced_random,dorothea_500_550,,,,,0.004,122.034,0.244,0.004,0.002,0.0,0.009,0.019,0.086,0.17,0.331,,,
baseline_advanced_random_1116_2242,advanced_random,dorothea_500_550,,,,,0.004,122.034,0.244,0.004,0.002,0.0,0.009,0.019,0.086,0.17,0.331,,,
baseline_overlap_1115_1657,overlap,dorothea_500_550,,,,,0.008,130.796,0.262,0.005,0.002,0.0,0.032,0.043,0.121,0.224,0.396,,,
baseline_overlap_1115_1918,overlap,dorothea_500_550,,,,,0.008,130.796,0.262,0.005,0.002,0.0,0.032,0.043,0.121,0.224,0.396,,,
baseline_overlap_1116_1704,overlap,dorothea_500_550,,,,,0.008,130.796,0.262,0.005,0.002,0.0,0.032,0.043,0.121,0.224,0.396,,,
baseline_overlap_1116_2148,overlap,dorothea_500_550,,,,,0.008,130.796,0.262,0.005,0.002,0.0,0.032,0.043,0.121,0.224,0.396,,,
baseline_overlap_1116_2242,overlap,dorothea_500_550,,,,,0.008,130.796,0.262,0.005,0.002,0.0,0.032,0.043,0.121,0.224,0.396,,,
baseline_random_1115_1657,random,dorothea_500_550,,,,,0.002,248.854,0.498,0.002,0.002,0.0,0.004,0.009,0.038,0.085,0.164,,,
baseline_random_1115_1918,random,dorothea_500_550,,,,,0.002,248.854,0.498,0.002,0.002,0.0,0.004,0.009,0.038,0.085,0.164,,,
baseline_random_1116_1704,random,dorothea_500_550,,,,,0.002,248.854,0.498,0.002,0.002,0.0,0.004,0.009,0.038,0.085,0.164,,,
baseline_random_1116_2148,random,dorothea_500_550,,,,,0.002,248.854,0.498,0.002,0.002,0.0,0.004,0.009,0.038,0.085,0.164,,,
baseline_random_1116_2242,random,dorothea_500_550,,,,,0.002,248.854,0.498,0.002,0.002,0.0,0.004,0.009,0.038,0.085,0.164,,,
baseline_smallestSuperset_1115_1657,smallestSuperset,dorothea_500_550,,,,,0.004,256.111,0.512,0.002,0.002,0.002,0.002,0.016,0.043,0.093,0.15,,,
baseline_smallestSuperset_1115_1918,smallestSuperset,dorothea_500_550,,,,,0.004,256.111,0.512,0.002,0.002,0.002,0.002,0.016,0.043,0.093,0.15,,,
baseline_smallestSuperset_1116_1704,smallestSuperset,dorothea_500_550,,,,,0.004,256.111,0.512,0.002,0.002,0.002,0.002,0.016,0.043,0.093,0.15,,,
