filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 3,source in top 5,gene_specific_metrics
baseline_advanced_random_0902_1615,advanced_random,dorothea_99,,,,,0.009,49.026,0.01,0.01,0.0,0.027,0.029,0.049,
baseline_advanced_random_0917_1226,advanced_random,dorothea_99,,,,,0.011,49.438,0.01,0.01,0.0,0.025,0.031,0.052,
baseline_jordan_0902_1615,jordan,dorothea_99,,,,,0.013,49.084,0.01,0.01,0.0,1.0,0.035,0.056,
baseline_jordan_0917_1226,jordan,dorothea_99,,,,,0.011,49.17,0.009,0.01,0.0,1.0,0.025,0.047,
baseline_overlap_0902_1615,overlap,dorothea_99,,,,,0.011,48.875,0.01,0.01,0.0,1.0,0.033,0.052,
baseline_overlap_0917_1226,overlap,dorothea_99,,,,,0.008,49.276,0.01,0.01,0.0,1.0,0.028,0.046,
baseline_random_0902_1615,random,dorothea_99,,,,,0.009,48.864,0.01,0.01,0.0,0.025,0.029,0.05,
baseline_random_0917_1226,random,dorothea_99,,,,,0.011,49.032,0.01,0.01,0.0,0.024,0.033,0.055,
baseline_smallestSuperset_0902_1615,smallestSuperset,dorothea_99,,,,,0.012,49.36,0.01,0.01,0.0,1.0,0.032,0.043,
baseline_smallestSuperset_0917_1226,smallestSuperset,dorothea_99,,,,,0.011,48.287,0.01,0.01,0.0,1.0,0.032,0.046,
gat_0901_2350,gat,dorothea_99,99.0,95.0,1.0,0.928,0.01,47.808,0.093,0.093,0.091,0.102,0.031,0.052,"{'MYC': {'gene_name': 'MYC', 'gene_index': 48, 'total_samples': 194560, 'times_true_source': 2075, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.093, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 58.823, 'avg_prob_when_true': 0.093, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}"
gat_0902_1830,gat,dorothea_99,99.0,95.0,1.0,0.926,0.01,47.653,0.092,0.092,0.081,0.105,0.032,0.053,"{'MYC': {'gene_name': 'MYC', 'gene_index': 48, 'total_samples': 19000, 'times_true_source': 194, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.092, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 53.052, 'avg_prob_when_true': 0.092, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}"
