filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 3,source in top 5,gene_specific_metrics
baseline_advanced_random_0902_1638,advanced_random,dorothea_727_sparse,,,,,0.0,362.244,0.001,0.001,0.0,0.003,0.003,0.003,
baseline_advanced_random_0917_1608,advanced_random,dorothea_727_sparse,,,,,0.001,367.972,0.001,0.001,0.0,0.003,0.006,0.01,
baseline_jordan_0902_1638,jordan,dorothea_727_sparse,,,,,0.0,379.767,0.001,0.001,0.0,1.0,0.0,0.0,
baseline_jordan_0917_1608,jordan,dorothea_727_sparse,,,,,0.0,386.289,0.001,0.001,0.0,1.0,0.003,0.008,
baseline_overlap_0902_1638,overlap,dorothea_727_sparse,,,,,0.0,382.988,0.001,0.001,0.001,0.001,0.0,0.0,
baseline_overlap_0917_1608,overlap,dorothea_727_sparse,,,,,0.0,370.897,0.001,0.001,0.001,0.001,0.0,0.0,
baseline_random_0902_1638,random,dorothea_727_sparse,,,,,0.0,362.244,0.001,0.001,0.0,0.003,0.003,0.003,
baseline_random_0917_1608,random,dorothea_727_sparse,,,,,0.001,367.972,0.001,0.001,0.0,0.003,0.006,0.01,
baseline_smallestSuperset_0902_1638,smallestSuperset,dorothea_727_sparse,,,,,0.0,382.988,0.001,0.001,0.001,0.001,0.0,0.0,
baseline_smallestSuperset_0917_1608,smallestSuperset,dorothea_727_sparse,,,,,0.0,370.897,0.001,0.001,0.001,0.001,0.0,0.0,
gat_0902_1828,gat,dorothea_727_sparse,727.0,180.0,1.0,0.195,0.002,258.754,0.016,0.013,0.003,0.113,0.02,0.031,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 334, 'total_samples': 1025, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.011, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 620, 'total_samples': 1025, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.015, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 406, 'total_samples': 1025, 'times_true_source': 0, 'times_predicted_source': 96, 'correct_predictions': 0, 'avg_prediction_prob': 0.012, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': 0.0, 'recall': None, 'f1_score': None}}"
gat_0917_1829,gat,dorothea_727_sparse,727.0,180.0,1.0,0.28,0.005,297.705,0.014,0.013,0.005,0.052,0.009,0.014,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 334, 'total_samples': 786, 'times_true_source': 2, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.016, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 98.0, 'avg_prob_when_true': 0.018, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 620, 'total_samples': 786, 'times_true_source': 3, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.01, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 399.333, 'avg_prob_when_true': 0.012, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 406, 'total_samples': 786, 'times_true_source': 3, 'times_predicted_source': 149, 'correct_predictions': 2, 'avg_prediction_prob': 0.026, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 11.0, 'avg_prob_when_true': 0.033, 'in_top3_when_true': 2, 'in_top5_when_true': 2, 'accuracy_when_true': 0.667, 'precision': 0.013, 'recall': 0.667, 'f1_score': 0.026}}"
pdgrapher_0902_1827,pdgrapher,dorothea_727_sparse,727.0,180.0,1.0,0.195,0.03,26.952,1.982,-0.343,-1.464,4.169,0.094,0.142,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 334, 'total_samples': 1025, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.213, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 620, 'total_samples': 1025, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.301, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 406, 'total_samples': 1025, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.554, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}}"
pdgrapher_0917_1829,pdgrapher,dorothea_727_sparse,727.0,180.0,1.0,0.28,0.009,89.905,0.816,-0.896,-2.43,2.422,0.017,0.025,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 334, 'total_samples': 786, 'times_true_source': 2, 'times_predicted_source': 3, 'correct_predictions': 0, 'avg_prediction_prob': 0.948, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 16.0, 'avg_prob_when_true': 1.494, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 620, 'total_samples': 786, 'times_true_source': 3, 'times_predicted_source': 58, 'correct_predictions': 0, 'avg_prediction_prob': 1.507, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 47.0, 'avg_prob_when_true': 1.089, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 406, 'total_samples': 786, 'times_true_source': 3, 'times_predicted_source': 102, 'correct_predictions': 1, 'avg_prediction_prob': 1.21, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 9.333, 'avg_prob_when_true': 1.748, 'in_top3_when_true': 2, 'in_top5_when_true': 2, 'accuracy_when_true': 0.333, 'precision': 0.01, 'recall': 0.333, 'f1_score': 0.019}}"
