filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 3,source in top 5,gene_specific_metrics
baseline_advanced_random_0927_1944,advanced_random,dorothea_500_1500,,,,,0.0,213.23,0.002,0.002,0.0,0.008,0.006,0.011,
baseline_advanced_random_0929_0010,advanced_random,dorothea_500_1500,,,,,0.0,213.23,0.002,0.002,0.0,0.008,0.006,0.011,
baseline_jordan_0927_1944,jordan,dorothea_500_1500,,,,,0.0,340.668,0.0,0.002,0.0,1.0,0.0,0.0,
baseline_jordan_0929_0010,jordan,dorothea_500_1500,,,,,0.0,340.668,0.0,0.002,0.0,1.0,0.0,0.0,
baseline_overlap_0927_1944,overlap,dorothea_500_1500,,,,,0.0,230.089,0.003,0.002,0.0,0.647,0.0,0.0,
baseline_overlap_0929_0010,overlap,dorothea_500_1500,,,,,0.0,230.089,0.003,0.002,0.0,0.647,0.0,0.0,
baseline_random_0927_1944,random,dorothea_500_1500,,,,,0.002,254.817,0.002,0.002,0.0,0.004,0.002,0.011,
baseline_random_0929_0010,random,dorothea_500_1500,,,,,0.002,254.817,0.002,0.002,0.0,0.004,0.002,0.011,
baseline_smallestSuperset_0927_1944,smallestSuperset,dorothea_500_1500,,,,,0.0,254.779,0.002,0.002,0.0,1.0,0.0,0.0,
baseline_smallestSuperset_0929_0010,smallestSuperset,dorothea_500_1500,,,,,0.0,254.779,0.002,0.002,0.0,1.0,0.0,0.0,
gat_0928_0621,gat,dorothea_500_1500,500.0,275.0,1.0,0.521,0.027,105.673,0.05,0.019,0.001,0.315,0.052,0.081,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 193, 'total_samples': 630, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.005, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 25, 'total_samples': 630, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.014, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 413, 'total_samples': 630, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.012, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 262, 'total_samples': 630, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.016, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}}"
