filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg norm rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 5,source in top 20,source in top 40,source in top 80,gene_specific_metrics,pdgrapher_perturbation_discovery,pdgrapher_response_prediction
baseline_advanced_random_1103_1029,advanced_random,dorothea_500_1000,,,,,0.002,251.509,0.503,0.002,0.002,0.0,0.004,0.01,0.04,0.08,0.159,,,
baseline_advanced_random_1103_1054,advanced_random,dorothea_500_1000,,,,,0.002,251.509,0.503,0.002,0.002,0.0,0.004,0.01,0.04,0.08,0.159,,,
baseline_advanced_random_1103_1613,advanced_random,dorothea_500_1000,,,,,0.002,251.509,0.503,0.002,0.002,0.0,0.004,0.01,0.04,0.08,0.159,,,
baseline_advanced_random_1103_1624,advanced_random,dorothea_500_1000,,,,,0.002,251.509,0.503,0.002,0.002,0.0,0.004,0.01,0.04,0.08,0.159,,,
baseline_advanced_random_1103_1627,advanced_random,dorothea_500_1000,,,,,0.002,251.509,0.503,0.002,0.002,0.0,0.004,0.01,0.04,0.08,0.159,,,
baseline_advanced_random_1104_1015,advanced_random,dorothea_500_1000,,,,,0.002,251.509,0.503,0.002,0.002,0.0,0.004,0.01,0.04,0.08,0.159,,,
baseline_jordan_1103_1029,jordan,dorothea_500_1000,,,,,0.001,254.221,0.508,0.002,0.002,0.0,1.0,0.012,0.051,0.098,0.16,,,
baseline_jordan_1103_1054,jordan,dorothea_500_1000,,,,,0.001,254.221,0.508,0.002,0.002,0.0,1.0,0.012,0.051,0.098,0.16,,,
baseline_jordan_1103_1613,jordan,dorothea_500_1000,,,,,0.001,254.221,0.508,0.002,0.002,0.0,1.0,0.012,0.051,0.098,0.16,,,
baseline_jordan_1103_1624,jordan,dorothea_500_1000,,,,,0.001,254.221,0.508,0.002,0.002,0.0,1.0,0.012,0.051,0.098,0.16,,,
baseline_jordan_1103_1627,jordan,dorothea_500_1000,,,,,0.001,254.221,0.508,0.002,0.002,0.0,1.0,0.012,0.051,0.098,0.16,,,
baseline_jordan_1104_1015,jordan,dorothea_500_1000,,,,,0.001,254.221,0.508,0.002,0.002,0.0,1.0,0.012,0.051,0.098,0.16,,,
baseline_overlap_1103_1029,overlap,dorothea_500_1000,,,,,0.003,254.083,0.508,0.002,0.002,0.002,0.002,0.012,0.039,0.087,0.156,,,
baseline_overlap_1103_1054,overlap,dorothea_500_1000,,,,,0.003,254.083,0.508,0.002,0.002,0.002,0.002,0.012,0.039,0.087,0.156,,,
baseline_overlap_1103_1613,overlap,dorothea_500_1000,,,,,0.003,254.083,0.508,0.002,0.002,0.002,0.002,0.012,0.039,0.087,0.156,,,
baseline_overlap_1103_1624,overlap,dorothea_500_1000,,,,,0.003,254.083,0.508,0.002,0.002,0.002,0.002,0.012,0.039,0.087,0.156,,,
baseline_overlap_1103_1627,overlap,dorothea_500_1000,,,,,0.003,254.083,0.508,0.002,0.002,0.002,0.002,0.012,0.039,0.087,0.156,,,
baseline_overlap_1104_1015,overlap,dorothea_500_1000,,,,,0.003,254.083,0.508,0.002,0.002,0.002,0.002,0.012,0.039,0.087,0.156,,,
baseline_random_1103_1029,random,dorothea_500_1000,,,,,0.002,251.509,0.503,0.002,0.002,0.0,0.004,0.01,0.04,0.08,0.159,,,
baseline_random_1103_1054,random,dorothea_500_1000,,,,,0.002,251.509,0.503,0.002,0.002,0.0,0.004,0.01,0.04,0.08,0.159,,,
baseline_random_1103_1613,random,dorothea_500_1000,,,,,0.002,251.509,0.503,0.002,0.002,0.0,0.004,0.01,0.04,0.08,0.159,,,
baseline_random_1103_1624,random,dorothea_500_1000,,,,,0.002,251.509,0.503,0.002,0.002,0.0,0.004,0.01,0.04,0.08,0.159,,,
baseline_random_1103_1627,random,dorothea_500_1000,,,,,0.002,251.509,0.503,0.002,0.002,0.0,0.004,0.01,0.04,0.08,0.159,,,
baseline_random_1104_1015,random,dorothea_500_1000,,,,,0.002,251.509,0.503,0.002,0.002,0.0,0.004,0.01,0.04,0.08,0.159,,,
baseline_smallestSuperset_1103_1029,smallestSuperset,dorothea_500_1000,,,,,0.003,254.083,0.508,0.002,0.002,0.002,0.002,0.012,0.039,0.087,0.156,,,
baseline_smallestSuperset_1103_1054,smallestSuperset,dorothea_500_1000,,,,,0.003,254.083,0.508,0.002,0.002,0.002,0.002,0.012,0.039,0.087,0.156,,,
baseline_smallestSuperset_1103_1613,smallestSuperset,dorothea_500_1000,,,,,0.003,254.083,0.508,0.002,0.002,0.002,0.002,0.012,0.039,0.087,0.156,,,
baseline_smallestSuperset_1103_1624,smallestSuperset,dorothea_500_1000,,,,,0.003,254.083,0.508,0.002,0.002,0.002,0.002,0.012,0.039,0.087,0.156,,,
baseline_smallestSuperset_1103_1627,smallestSuperset,dorothea_500_1000,,,,,0.003,254.083,0.508,0.002,0.002,0.002,0.002,0.012,0.039,0.087,0.156,,,
baseline_smallestSuperset_1104_1015,smallestSuperset,dorothea_500_1000,,,,,0.003,254.083,0.508,0.002,0.002,0.002,0.002,0.012,0.039,0.087,0.156,,,
gat_1103_0848,gat,dorothea_500_1000,500.0,279.0,1.0,0.499,0.004,231.397,0.463,0.019,0.019,0.012,0.046,0.019,0.057,0.102,0.2,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 3773, 'times_true_source': 0, 'times_predicted_source': 2, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': 0.0, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 3773, 'times_true_source': 10, 'times_predicted_source': 5, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 208.7, 'avg_prob_when_true': 0.019, 'in_top20_when_true': 0, 'in_top40_when_true': 1, 'in_top80_when_true': 1, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 3773, 'times_true_source': 15, 'times_predicted_source': 9, 'correct_predictions': 0, 'avg_prediction_prob': 0.022, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 33.8, 'avg_prob_when_true': 0.022, 'in_top20_when_true': 0, 'in_top40_when_true': 13, 'in_top80_when_true': 15, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 3773, 'times_true_source': 10, 'times_predicted_source': 30, 'correct_predictions': 0, 'avg_prediction_prob': 0.022, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 30.4, 'avg_prob_when_true': 0.022, 'in_top20_when_true': 0, 'in_top40_when_true': 9, 'in_top80_when_true': 10, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}",,
