filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 3,source in top 5,gene_specific_metrics
baseline_advanced_random_0922_1857,advanced_random,dorothea_500_700,,,,,0.002,245.704,0.002,0.002,0.0,0.012,0.006,0.009,
baseline_advanced_random_0925_1720,advanced_random,dorothea_500_700,,,,,0.002,245.704,0.002,0.002,0.0,0.012,0.006,0.009,
baseline_advanced_random_0926_1543,advanced_random,dorothea_500_700,,,,,0.002,245.704,0.002,0.002,0.0,0.012,0.006,0.009,
baseline_advanced_random_0927_2011,advanced_random,dorothea_500_700,,,,,0.002,245.704,0.002,0.002,0.0,0.012,0.006,0.009,
baseline_advanced_random_0929_0037,advanced_random,dorothea_500_700,,,,,0.002,245.704,0.002,0.002,0.0,0.012,0.006,0.009,
baseline_jordan_0922_1857,jordan,dorothea_500_700,,,,,0.001,265.567,0.001,0.002,0.0,1.0,0.007,0.012,
baseline_jordan_0925_1720,jordan,dorothea_500_700,,,,,0.001,265.567,0.001,0.002,0.0,1.0,0.007,0.012,
baseline_jordan_0926_1543,jordan,dorothea_500_700,,,,,0.001,265.567,0.001,0.002,0.0,1.0,0.007,0.012,
baseline_jordan_0927_2011,jordan,dorothea_500_700,,,,,0.001,265.567,0.001,0.002,0.0,1.0,0.007,0.012,
baseline_jordan_0929_0037,jordan,dorothea_500_700,,,,,0.001,265.567,0.001,0.002,0.0,1.0,0.007,0.012,
baseline_overlap_0922_1857,overlap,dorothea_500_700,,,,,0.0,267.975,0.001,0.002,0.0,1.0,0.003,0.01,
baseline_overlap_0925_1720,overlap,dorothea_500_700,,,,,0.0,267.975,0.001,0.002,0.0,1.0,0.003,0.01,
baseline_overlap_0926_1543,overlap,dorothea_500_700,,,,,0.0,267.975,0.001,0.002,0.0,1.0,0.003,0.01,
baseline_overlap_0927_2011,overlap,dorothea_500_700,,,,,0.0,267.975,0.001,0.002,0.0,1.0,0.003,0.01,
baseline_overlap_0929_0037,overlap,dorothea_500_700,,,,,0.0,267.975,0.001,0.002,0.0,1.0,0.003,0.01,
baseline_random_0922_1857,random,dorothea_500_700,,,,,0.002,250.021,0.002,0.002,0.0,0.004,0.007,0.011,
baseline_random_0925_1720,random,dorothea_500_700,,,,,0.002,250.021,0.002,0.002,0.0,0.004,0.007,0.011,
baseline_random_0926_1543,random,dorothea_500_700,,,,,0.002,250.021,0.002,0.002,0.0,0.004,0.007,0.011,
baseline_random_0927_2011,random,dorothea_500_700,,,,,0.002,250.021,0.002,0.002,0.0,0.004,0.007,0.011,
baseline_random_0929_0037,random,dorothea_500_700,,,,,0.002,250.021,0.002,0.002,0.0,0.004,0.007,0.011,
baseline_smallestSuperset_0922_1857,smallestSuperset,dorothea_500_700,,,,,0.0,256.977,0.001,0.002,0.0,1.0,0.006,0.01,
baseline_smallestSuperset_0925_1720,smallestSuperset,dorothea_500_700,,,,,0.0,256.977,0.001,0.002,0.0,1.0,0.006,0.01,
baseline_smallestSuperset_0926_1543,smallestSuperset,dorothea_500_700,,,,,0.0,256.977,0.001,0.002,0.0,1.0,0.006,0.01,
