filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg norm rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 5,source in top 20,source in top 40,source in top 80,pdgrapher_perturbation_discovery,pdgrapher_response_prediction,gene_specific_metrics
baseline_advanced_random_1121_1207,advanced_random,dorothea_500_1000,,,,,0.006,139.257,0.279,0.004,0.002,0.0,0.008,0.021,0.074,0.145,0.291,,,
baseline_advanced_random_1121_1352,advanced_random,dorothea_500_1000,,,,,0.006,139.257,0.279,0.004,0.002,0.0,0.008,0.021,0.074,0.145,0.291,,,
baseline_overlap_1121_1207,overlap,dorothea_500_1000,,,,,0.007,140.005,0.28,0.004,0.002,0.0,0.006,0.032,0.091,0.163,0.312,,,
baseline_overlap_1121_1352,overlap,dorothea_500_1000,,,,,0.007,140.005,0.28,0.004,0.002,0.0,0.006,0.032,0.091,0.163,0.312,,,
baseline_random_1121_1207,random,dorothea_500_1000,,,,,0.003,250.031,0.5,0.002,0.002,0.0,0.004,0.011,0.044,0.083,0.162,,,
baseline_random_1121_1352,random,dorothea_500_1000,,,,,0.003,250.031,0.5,0.002,0.002,0.0,0.004,0.011,0.044,0.083,0.162,,,
baseline_smallestSuperset_1121_1207,smallestSuperset,dorothea_500_1000,,,,,0.003,257.611,0.515,0.002,0.002,0.002,0.002,0.013,0.043,0.088,0.152,,,
baseline_smallestSuperset_1121_1352,smallestSuperset,dorothea_500_1000,,,,,0.003,257.611,0.515,0.002,0.002,0.002,0.002,0.013,0.043,0.088,0.152,,,
pdgrapher_1115_1445,pdgrapher,dorothea_500_1000,500.0,279.0,1.0,0.501,0.005,216.104,0.432,-0.146,-0.219,-1.284,5.781,0.021,0.07,0.129,0.228,"{'recall@1': 0.0021, 'recall@10': 0.0324, 'recall@100': 0.2828, 'recall@1000': 1.0, 'ranking_score': 0.5716, 'ranking_score_dcg': 0.0965, 'perc_partially_accurate_predictions': 0.21, 'recall@1_std': 0.0455, 'recall@10_std': 0.1769, 'recall@100_std': 0.4503, 'recall@1000_std': 0.0, 'ranking_score_std': 0.285, 'ranking_score_dcg_std': 0.0895, 'perc_partially_accurate_predictions_std': 4.55, 'total_samples': 6274, 'avg_topk': 285.7984}","{'forward_mae': -1, 'forward_mse': -1, 'forward_r2': -1, 'forward_r2_scgen': -1, 'forward_spearman': -1, 'backward_mae': -1, 'backward_mse': -1, 'backward_r2': -1, 'backward_r2_scgen': -1, 'backward_spearman': -1, 'backward_avg_topk': -1}","{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 6274, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.036, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 6274, 'times_true_source': 22, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.034, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 95.455, 'avg_prob_when_true': -0.024, 'in_top20_when_true': 0, 'in_top40_when_true': 2, 'in_top80_when_true': 7, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 6274, 'times_true_source': 26, 'times_predicted_source': 7, 'correct_predictions': 0, 'avg_prediction_prob': -0.409, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 367.0, 'avg_prob_when_true': -0.406, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 6274, 'times_true_source': 23, 'times_predicted_source': 6, 'correct_predictions': 0, 'avg_prediction_prob': -0.05, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 101.174, 'avg_prob_when_true': 0.007, 'in_top20_when_true': 1, 'in_top40_when_true': 2, 'in_top80_when_true': 10, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}"
pdgrapher_1115_1829,pdgrapher,dorothea_500_1000,500.0,279.0,1.0,0.501,0.006,219.525,0.439,-0.063,-0.111,-0.63,5.988,0.022,0.074,0.13,0.224,"{'recall@1': 0.0041, 'recall@10': 0.0335, 'recall@100': 0.2633, 'recall@1000': 1.0, 'ranking_score': 0.5598, 'ranking_score_dcg': 0.0958, 'perc_partially_accurate_predictions': 0.41, 'recall@1_std': 0.0642, 'recall@10_std': 0.1799, 'recall@100_std': 0.4404, 'recall@1000_std': 0.0, 'ranking_score_std': 0.2812, 'ranking_score_dcg_std': 0.0983, 'perc_partially_accurate_predictions_std': 6.42, 'total_samples': 6274, 'avg_topk': 279.8811}","{'forward_mae': -1, 'forward_mse': -1, 'forward_r2': -1, 'forward_r2_scgen': -1, 'forward_spearman': -1, 'backward_mae': -1, 'backward_mse': -1, 'backward_r2': -1, 'backward_r2_scgen': -1, 'backward_spearman': -1, 'backward_avg_topk': -1}","{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 6274, 'times_true_source': 0, 'times_predicted_source': 11, 'correct_predictions': 0, 'avg_prediction_prob': -0.307, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': 0.0, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 6274, 'times_true_source': 22, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.189, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 340.136, 'avg_prob_when_true': -0.178, 'in_top20_when_true': 1, 'in_top40_when_true': 1, 'in_top80_when_true': 1, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 6274, 'times_true_source': 26, 'times_predicted_source': 5, 'correct_predictions': 0, 'avg_prediction_prob': -0.129, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 271.308, 'avg_prob_when_true': -0.141, 'in_top20_when_true': 0, 'in_top40_when_true': 1, 'in_top80_when_true': 2, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 6274, 'times_true_source': 23, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.157, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 236.783, 'avg_prob_when_true': -0.097, 'in_top20_when_true': 2, 'in_top40_when_true': 3, 'in_top80_when_true': 3, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}"
pdgrapher_1116_1718,pdgrapher,dorothea_500_1000,500.0,279.0,1.0,0.501,0.003,158.116,0.316,0.04,-0.09,-0.749,0.578,0.016,0.072,0.141,0.279,"{'recall@1': 0.0026, 'recall@10': 0.036, 'recall@100': 0.3503, 'recall@1000': 1.0, 'ranking_score': 0.6827, 'ranking_score_dcg': 0.1158, 'perc_partially_accurate_predictions': 0.26, 'recall@1_std': 0.0504, 'recall@10_std': 0.1863, 'recall@100_std': 0.4771, 'recall@1000_std': 0.0, 'ranking_score_std': 0.2117, 'ranking_score_dcg_std': 0.0864, 'perc_partially_accurate_predictions_std': 5.04, 'total_samples': 6274, 'avg_topk': 341.3318}","{'forward_mae': -1, 'forward_mse': -1, 'forward_r2': -1, 'forward_r2_scgen': -1, 'forward_spearman': -1, 'backward_mae': -1, 'backward_mse': -1, 'backward_r2': -1, 'backward_r2_scgen': -1, 'backward_spearman': -1, 'backward_avg_topk': -1}","{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 6274, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.291, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 6274, 'times_true_source': 22, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.315, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 432.727, 'avg_prob_when_true': -0.369, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 6274, 'times_true_source': 26, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.149, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 296.462, 'avg_prob_when_true': -0.154, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 6274, 'times_true_source': 23, 'times_predicted_source': 2, 'correct_predictions': 0, 'avg_prediction_prob': 0.09, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 125.348, 'avg_prob_when_true': 0.076, 'in_top20_when_true': 0, 'in_top40_when_true': 1, 'in_top80_when_true': 6, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}"
